Wavelength,Flux,BestFit,SkyFlux
3887.765,3.676,1.330,5.127
3888.659,2.861,1.359,4.914
3889.556,1.684,1.389,4.668
3890.451,4.902,1.376,4.751
3891.348,6.011,1.471,5.055
3892.243,2.337,1.679,5.239
3893.141,1.478,1.770,5.658
3894.036,2.255,1.754,5.831
3894.934,7.275,1.729,5.688
3895.830,2.760,1.748,5.603
3896.726,3.489,1.749,5.914
3897.625,-1.410,1.748,6.417
3898.521,0.337,1.847,6.840
3899.421,1.038,1.918,6.911
3900.318,0.275,1.927,6.895
3901.217,1.498,1.966,6.799
3902.115,1.994,2.012,6.866
3903.012,3.650,1.998,7.335
3903.912,1.350,1.919,8.155
3904.810,-0.040,1.801,9.039
3905.711,0.950,1.655,9.733
3906.609,3.324,1.528,10.684
3907.510,1.799,1.396,11.713
3908.409,0.902,1.258,11.919
3909.308,-0.031,1.181,11.757
3910.210,0.838,1.189,11.814
3911.109,4.285,1.329,11.709
3912.011,3.050,1.427,11.573
3912.911,4.776,1.500,11.451
3913.813,-0.492,1.609,11.099
3914.714,4.442,1.738,10.810
3915.614,4.255,1.927,10.320
3916.517,0.475,2.014,9.388
3917.418,2.468,2.119,9.229
3918.322,4.364,2.102,9.097
3919.223,3.489,1.998,8.671
3920.127,3.348,2.052,8.089
3921.029,0.995,1.869,7.505
3921.931,1.501,1.613,7.274
3922.835,2.052,1.441,7.376
3923.737,-1.816,1.299,7.353
3924.642,2.799,1.172,7.222
3925.545,0.738,1.227,7.329
3926.450,-2.564,1.583,7.105
3927.354,-0.616,2.369,6.916
3928.257,4.823,3.616,6.901
3929.163,7.659,4.872,6.376
3930.067,4.718,5.718,5.623
3930.973,3.043,6.235,5.237
3931.877,5.712,6.782,5.340
3932.784,5.967,6.641,5.631
3933.689,6.262,5.421,5.817
3934.594,2.854,3.746,5.760
3935.501,0.833,2.402,5.329
3936.406,1.116,1.639,4.688
3937.314,0.835,1.242,4.423
3938.220,-0.158,0.976,5.154
3939.128,0.561,0.847,6.509
3940.034,1.874,0.852,8.280
3940.941,-2.667,0.954,9.702
3941.849,1.131,1.114,10.259
3942.756,-2.113,1.313,10.045
3943.665,1.456,1.581,9.596
3944.573,0.698,1.760,9.295
3945.482,-0.114,1.844,9.339
3946.390,2.395,1.853,9.384
3947.298,2.130,1.753,9.184
3948.208,-0.812,1.658,8.865
3949.116,-0.825,1.527,8.651
3950.027,0.541,1.362,8.447
3950.936,-0.454,1.218,8.560
3951.847,3.372,1.121,8.320
3952.756,2.845,1.051,7.777
3953.665,1.927,1.025,7.320
3954.577,2.219,0.960,7.183
3955.487,3.480,1.056,7.076
3956.399,4.540,1.300,6.471
3957.309,4.294,1.578,6.217
3958.221,2.668,1.822,6.398
3959.132,-0.931,1.949,7.275
3960.045,2.148,2.058,7.713
3960.956,3.024,2.137,7.759
3961.867,-0.647,2.115,7.279
3962.781,0.946,1.995,6.732
3963.692,2.478,1.879,6.165
3964.606,1.472,1.828,5.702
3965.519,-0.034,1.840,5.421
3966.433,0.629,1.878,5.140
3967.345,4.058,1.886,4.520
3968.258,1.033,1.881,3.677
3969.173,2.240,1.928,3.196
3970.086,2.590,1.891,3.137
3971.002,9.696,1.818,3.361
3971.915,3.823,1.842,3.752
3972.831,1.898,1.792,4.416
3973.745,2.961,1.667,5.299
3974.659,3.477,1.721,6.192
3975.576,4.166,1.649,6.978
3976.490,2.155,1.686,7.516
3977.407,0.940,1.854,7.578
3978.323,2.342,1.965,7.522
3979.240,3.153,1.979,7.713
3980.155,4.855,2.082,8.118
3981.071,4.868,2.232,8.440
3981.989,4.758,2.389,8.268
3982.905,4.509,2.483,7.828
3983.823,2.862,2.523,7.720
3984.740,2.449,2.584,8.034
3985.659,4.533,2.725,8.311
3986.576,2.520,2.850,8.024
3987.493,-0.287,2.866,7.345
3988.412,4.025,2.899,7.519
3989.330,2.087,2.960,8.261
3990.250,4.789,2.946,8.511
3991.168,4.837,2.809,7.804
3992.088,3.917,2.738,7.250
3993.006,4.051,2.617,7.380
3993.925,3.394,2.486,7.583
3994.846,1.364,2.358,7.822
3995.765,0.982,2.253,7.653
3996.686,4.173,2.224,7.447
3997.606,1.724,2.207,7.633
3998.528,2.197,2.156,8.144
3999.448,2.377,2.052,8.544
4000.367,1.942,1.933,8.660
4001.290,4.301,1.845,8.643
4002.210,3.602,1.756,8.680
4003.133,2.228,1.557,8.345
4004.054,3.056,1.533,7.753
4004.978,1.951,1.488,7.550
4005.899,-0.736,1.425,7.708
4006.821,1.199,1.441,7.979
4007.745,4.380,1.546,7.971
4008.667,1.445,1.782,8.586
4009.591,2.104,2.006,9.881
4010.513,1.813,2.210,10.166
4011.438,3.100,2.362,9.601
4012.361,6.525,2.465,9.409
4013.284,6.959,2.546,9.921
4014.209,2.925,2.473,10.186
4015.133,1.452,2.493,9.927
4016.059,5.619,2.555,9.308
4016.983,2.133,2.634,8.886
4017.909,1.055,2.726,8.984
4018.833,5.555,2.767,9.377
4019.758,5.459,2.696,9.933
4020.685,5.276,2.551,10.426
4021.610,3.619,2.451,10.635
4022.537,1.341,2.346,10.730
4023.462,0.976,2.204,10.487
4024.390,0.961,2.139,9.874
4025.316,1.925,2.182,9.690
4026.242,3.539,2.121,9.546
4027.170,4.708,2.038,9.200
4028.097,2.515,1.975,9.019
4029.026,1.172,1.904,9.096
4029.953,1.527,1.841,9.131
4030.882,1.877,1.916,9.077
4031.809,2.259,1.893,8.716
4032.739,1.925,1.829,8.256
4033.667,0.830,1.745,8.141
4034.595,1.297,1.651,8.154
4035.525,1.128,1.582,8.410
4036.453,-2.196,1.477,8.847
4037.384,0.294,1.457,9.007
4038.313,0.131,1.415,9.207
4039.244,-0.678,1.367,9.626
4040.174,3.685,1.337,9.720
4041.103,2.621,1.222,9.600
4042.035,3.486,0.972,9.929
4042.965,5.208,0.932,10.987
4043.897,1.389,1.037,12.140
4044.827,4.477,1.091,12.247
4045.760,1.406,1.038,15.102
4046.691,1.297,0.996,22.597
4047.622,-0.047,0.969,28.860
4048.555,0.783,1.013,26.253
4049.486,0.613,1.159,19.062
4050.420,-1.034,1.352,13.861
4051.352,0.159,1.544,11.909
4052.286,3.581,1.768,10.498
4053.219,3.457,2.026,9.729
4054.151,0.849,2.137,9.651
4055.086,3.997,2.177,10.486
4056.019,6.877,2.243,10.265
4056.954,3.569,2.340,9.028
4057.887,2.425,2.399,7.916
4058.823,-0.521,2.432,8.102
4059.757,2.031,2.404,9.376
4060.691,3.824,2.328,10.481
4061.627,3.578,2.316,10.417
4062.561,2.703,2.422,10.059
4063.498,2.168,2.516,10.155
4064.433,5.240,2.398,10.860
4065.370,3.339,2.334,11.550
4066.305,4.386,2.313,11.537
4067.241,2.158,2.267,11.158
4068.179,5.139,2.192,11.089
4069.115,0.624,2.136,11.458
4070.053,0.045,2.095,11.688
4070.989,-0.745,2.112,11.515
4071.928,0.645,2.148,10.974
4072.865,3.970,2.258,9.690
4073.802,3.768,2.428,8.920
4074.741,3.936,2.517,9.341
4075.679,2.503,2.575,10.140
4076.618,6.827,2.592,11.318
4077.556,1.876,2.625,12.683
4078.497,4.720,2.753,13.351
4079.435,1.471,2.887,12.579
4080.373,4.038,2.813,11.767
4081.314,4.145,2.676,11.596
4082.253,2.301,2.520,11.528
4083.194,3.254,2.344,10.951
4084.134,2.337,2.191,9.743
4085.076,5.535,2.167,9.169
4086.015,3.534,2.325,9.815
4086.955,2.762,2.403,10.655
4087.898,1.291,2.435,10.576
4088.838,0.392,2.414,10.055
4089.781,1.983,2.302,9.588
4090.722,2.101,2.183,9.429
4091.665,1.931,2.205,9.274
4092.606,2.646,2.171,9.002
4093.548,2.728,2.153,8.776
4094.492,2.270,2.137,8.545
4095.434,1.726,2.091,8.268
4096.378,2.084,2.024,8.442
4097.321,1.190,1.961,7.874
4098.266,4.056,1.835,7.359
4099.208,4.851,1.859,7.561
4100.151,2.075,2.006,8.293
4101.097,0.601,2.103,8.337
4102.040,2.317,2.111,7.644
4102.986,3.603,2.178,6.965
4103.930,2.703,2.218,6.823
4104.876,3.189,2.305,6.995
4105.821,3.666,2.428,7.240
4106.768,0.652,2.511,7.903
4107.712,3.525,2.535,8.423
4108.657,1.333,2.574,8.164
4109.604,3.312,2.658,7.927
4110.550,5.259,2.729,8.027
4111.498,5.869,2.790,7.678
4112.444,1.902,2.790,7.086
4113.392,0.942,2.772,7.420
4114.338,5.402,2.870,8.090
4115.285,4.200,2.899,8.473
4116.234,4.245,2.908,8.020
4117.181,5.116,2.837,8.147
4118.130,3.083,2.761,8.630
4119.078,5.669,2.774,8.252
4120.027,3.508,2.853,7.595
4120.975,2.555,2.962,7.955
4121.923,5.553,3.145,8.823
4122.874,5.003,3.283,9.211
4123.822,2.831,3.313,9.382
4124.773,3.248,3.321,9.714
4125.722,2.539,3.426,9.601
4126.673,4.243,3.459,9.195
4127.623,3.893,3.420,9.215
4128.572,1.364,3.381,9.597
4129.524,0.489,3.343,9.489
4130.475,3.573,3.305,9.032
4131.427,2.721,3.266,9.057
4132.377,1.895,3.051,9.397
4133.330,3.190,2.981,9.074
4134.281,4.979,2.958,8.521
4135.232,5.013,2.863,9.053
4136.186,2.389,2.784,9.793
4137.137,2.113,2.844,9.903
4138.091,5.078,2.723,9.611
4139.043,1.841,2.749,9.411
4139.998,3.691,2.601,9.142
4140.950,1.540,2.378,9.211
4141.903,-0.009,2.246,9.167
4142.858,0.224,2.036,8.745
4143.811,2.239,1.759,8.461
4144.767,2.559,1.507,8.164
4145.720,1.590,1.212,8.318
4146.676,1.909,0.925,8.825
4147.630,0.917,0.748,9.379
4148.584,0.626,0.697,9.379
4149.541,-1.898,0.720,8.743
4150.495,-0.343,0.882,8.136
4151.453,-0.123,1.111,8.350
4152.407,-0.167,1.363,8.942
4153.365,1.917,1.636,8.998
4154.320,1.432,1.904,9.212
4155.276,0.581,2.064,9.741
4156.234,2.052,2.270,10.109
4157.190,2.254,2.371,10.659
4158.149,1.124,2.410,10.771
4159.105,1.592,2.491,9.978
4160.065,0.428,2.589,9.387
4161.022,3.178,2.679,9.423
4161.979,2.400,2.880,9.208
4162.939,4.542,2.969,9.620
4163.896,3.683,2.982,10.740
4164.856,2.955,3.072,11.665
4165.815,2.699,3.230,12.032
4166.775,3.757,3.303,11.571
4167.734,4.696,3.285,11.293
4168.693,2.923,3.305,11.538
4169.654,5.067,3.308,11.328
4170.613,0.498,3.244,11.090
4171.575,1.471,3.219,10.555
4172.535,0.311,3.220,10.512
4173.497,4.470,3.092,10.720
4174.457,3.311,3.012,10.351
4175.417,1.482,2.952,9.967
4176.380,2.047,2.801,9.893
4177.341,-0.286,2.572,10.117
4178.304,-2.185,2.282,10.260
4179.265,0.536,2.070,9.863
4180.229,0.806,1.873,9.335
4181.191,2.355,1.624,9.282
4182.155,1.959,1.355,9.465
4183.117,-1.410,1.134,9.235
4184.080,1.893,0.885,8.993
4185.044,2.440,0.827,8.880
4186.007,1.050,0.962,8.928
4186.972,2.368,1.127,8.711
4187.936,0.631,1.227,8.426
4188.901,0.070,1.352,8.396
4189.865,2.444,1.558,9.180
4190.829,-0.550,1.761,9.340
4191.795,1.394,2.042,8.682
4192.759,1.298,2.362,8.741
4193.726,2.213,2.631,8.389
4194.691,2.649,2.846,8.433
4195.658,3.553,3.079,8.660
4196.624,1.200,3.304,8.679
4197.589,1.867,3.447,7.919
4198.557,3.494,3.539,7.253
4199.523,3.132,3.592,7.172
4200.491,3.690,3.571,7.264
4201.458,4.837,3.635,7.374
4202.426,3.127,3.716,7.298
4203.393,4.076,3.834,7.147
4204.360,3.769,3.882,7.378
4205.330,3.993,3.876,7.704
4206.297,1.311,4.016,7.963
4207.267,2.853,4.094,8.564
4208.235,4.366,4.071,8.841
4209.205,4.789,4.123,8.420
4210.174,4.706,4.174,7.936
4211.142,3.982,4.163,7.879
4212.113,3.182,4.216,8.056
4213.082,2.606,4.148,7.971
4214.054,2.946,4.115,7.628
4215.023,5.996,4.146,7.745
4215.995,2.742,4.158,7.952
4216.965,4.973,4.156,8.102
4217.935,6.032,4.269,7.831
4218.908,3.497,4.408,7.587
4219.878,2.441,4.447,7.923
4220.852,4.947,4.458,8.191
4221.822,4.022,4.437,8.324
4222.796,3.053,4.349,8.286
4223.768,4.980,4.225,7.671
4224.739,4.463,4.110,7.200
4225.713,6.080,4.165,7.482
4226.686,2.736,4.248,7.380
4227.660,4.403,4.321,6.956
4228.633,3.370,4.402,6.791
4229.608,5.426,4.454,6.779
4230.581,5.460,4.564,7.124
4231.554,3.933,4.638,7.803
4232.530,1.908,4.611,8.397
4233.503,1.712,4.614,8.501
4234.480,4.457,4.701,8.433
4235.454,5.768,4.718,8.270
4236.431,3.658,4.696,7.541
4237.405,4.447,4.639,7.422
4238.380,2.955,4.666,7.843
4239.357,3.412,4.711,8.160
4240.333,1.990,4.707,7.930
4241.311,4.616,4.712,7.532
4242.286,3.367,4.612,7.386
4243.264,5.018,4.581,7.470
4244.241,4.581,4.583,7.033
4245.217,4.379,4.601,7.246
4246.196,5.518,4.654,8.840
4247.173,3.455,4.705,10.179
4248.152,2.994,4.669,10.507
4249.129,4.717,4.590,9.688
4250.109,5.249,4.446,8.429
4251.087,2.631,4.283,8.260
4252.065,4.565,4.155,8.733
4253.045,2.842,4.066,8.883
4254.024,4.745,4.070,8.681
4255.005,3.727,4.169,8.487
4255.983,3.314,4.336,8.353
4256.965,4.417,4.532,8.467
4257.944,2.941,4.678,8.987
4258.926,2.354,4.715,9.238
4259.906,5.670,4.802,8.439
4260.886,3.039,4.796,7.624
4261.869,3.190,4.708,7.547
4262.849,5.797,4.620,7.965
4263.832,3.770,4.535,8.360
4264.813,2.295,4.346,8.705
4265.796,3.677,4.068,8.819
4266.778,3.837,3.951,8.916
4267.759,3.268,4.021,9.065
4268.743,4.629,4.207,8.939
4269.726,3.435,4.402,8.271
4270.710,1.333,4.526,8.126
4271.692,5.233,4.691,8.619
4272.677,4.196,4.740,8.482
4273.661,5.064,4.657,8.059
4274.644,5.253,4.553,8.048
4275.629,4.723,4.506,8.124
4276.613,4.236,4.458,8.154
4277.599,4.706,4.318,8.231
4278.583,3.685,4.284,8.452
4279.570,3.463,4.307,8.805
4280.554,3.985,4.307,8.804
4281.539,4.435,4.304,8.407
4282.526,6.171,4.366,8.160
4283.512,7.268,4.320,8.110
4284.499,4.553,4.188,8.516
4285.485,3.998,4.093,8.464
4286.473,4.318,4.032,8.151
4287.459,6.186,4.034,8.030
4288.445,3.545,4.213,8.120
4289.435,3.157,4.349,7.776
4290.421,5.136,4.421,6.886
4291.411,5.929,4.498,7.046
4292.398,3.684,4.488,8.144
4293.388,1.906,4.364,8.640
4294.375,2.708,4.293,8.490
4295.363,4.465,4.265,8.330
4296.354,5.443,4.293,8.255
4297.342,3.552,4.265,8.228
4298.333,3.784,4.182,8.046
4299.322,1.840,4.117,7.859
4300.313,3.195,4.101,7.625
4301.303,3.460,4.126,7.319
4302.292,3.012,4.272,7.096
4303.284,3.897,4.433,6.982
4304.274,5.865,4.556,7.007
4305.267,4.777,4.615,6.922
4306.257,4.046,4.576,6.798
4307.250,5.137,4.555,7.027
4308.241,3.947,4.566,7.503
4309.232,6.015,4.647,7.542
4310.226,4.786,4.727,7.432
4311.217,4.648,4.763,7.672
4312.211,6.712,4.839,7.967
4313.204,4.555,4.928,8.127
4314.198,6.931,4.841,9.084
4315.190,7.668,4.720,9.936
4316.184,6.019,4.640,9.909
4317.179,4.768,4.551,10.147
4318.172,4.072,4.411,10.176
4319.167,4.123,4.287,9.611
4320.161,4.705,4.081,9.529
4321.157,4.587,3.849,9.915
4322.151,5.072,3.693,9.785
4323.146,2.942,3.640,9.129
4324.143,2.465,3.645,7.686
4325.138,4.538,3.811,6.901
4326.135,4.129,3.936,7.688
4327.130,4.567,3.877,8.261
4328.128,6.223,3.747,8.021
4329.124,5.319,3.718,7.603
4330.120,4.000,3.820,7.547
4331.118,5.096,4.009,7.841
4332.114,4.429,4.161,8.149
4333.113,5.272,4.176,7.676
4334.110,10.909,4.178,7.121
4335.110,-0.299,4.265,7.697
4336.107,5.227,4.320,8.118
4337.107,5.284,4.362,8.374
4338.104,5.330,4.474,8.143
4339.103,4.894,4.575,7.554
4340.103,5.678,4.638,7.278
4341.102,5.296,4.685,7.351
4342.103,5.111,4.703,7.465
4343.102,4.896,4.616,7.474
4344.103,5.570,4.512,7.794
4345.103,5.996,4.533,8.589
4346.102,4.361,4.560,9.233
4347.104,4.925,4.509,9.238
4348.104,4.819,4.557,9.821
4349.107,3.838,4.658,11.005
4350.107,3.807,4.684,10.984
4351.110,3.837,4.675,9.804
4352.111,5.005,4.657,8.995
4353.113,5.207,4.623,8.454
4354.117,4.417,4.567,7.865
4355.118,4.293,4.482,7.803
4356.123,4.579,4.380,9.013
4357.125,4.007,4.295,14.297
4358.129,4.816,4.272,28.900
4359.132,5.651,4.318,45.866
4360.135,2.268,4.389,47.757
4361.140,5.736,4.495,31.927
4362.144,3.107,4.569,17.498
4363.149,6.843,4.715,12.448
4364.153,4.239,4.835,11.175
4365.159,6.182,4.837,10.188
4366.164,5.946,4.822,9.663
4367.168,5.293,4.707,10.005
4368.175,4.400,4.568,9.816
4369.180,4.406,4.397,9.351
4370.188,4.021,4.264,9.755
4371.193,2.889,4.269,9.769
4372.201,3.923,4.401,8.922
4373.207,4.897,4.497,8.660
4374.213,4.407,4.558,9.439
4375.221,3.991,4.578,9.885
4376.228,2.898,4.577,10.172
4377.237,2.156,4.535,10.076
4378.244,5.235,4.416,9.888
4379.253,5.773,4.445,9.495
4380.261,4.783,4.438,8.861
4381.269,4.881,4.403,8.846
4382.279,3.997,4.401,8.867
4383.287,4.402,4.445,8.624
4384.298,4.876,4.498,7.781
4385.307,3.946,4.585,7.589
4386.318,5.753,4.684,8.021
4387.327,6.140,4.759,8.311
4388.336,5.773,4.823,8.440
4389.348,5.195,4.877,8.619
4390.358,4.043,4.885,8.578
4391.370,4.786,4.892,8.264
4392.380,6.568,4.832,8.085
4393.394,6.258,4.776,8.165
4394.404,4.346,4.744,8.202
4395.415,4.509,4.698,8.391
4396.429,4.880,4.623,8.361
4397.440,5.791,4.650,8.159
4398.454,6.658,4.573,8.087
4399.466,5.614,4.440,8.141
4400.480,6.105,4.331,8.727
4401.493,5.359,4.266,9.491
4402.505,5.489,4.241,9.734
4403.521,3.777,4.322,9.880
4404.534,6.047,4.315,9.526
4405.549,5.439,4.337,9.636
4406.562,3.164,4.427,10.176
4407.579,3.820,4.494,10.684
4408.593,3.375,4.482,10.694
4409.607,4.566,4.528,10.354
4410.624,6.336,4.523,10.240
4411.639,6.573,4.560,10.605
4412.656,5.659,4.639,10.833
4413.671,4.337,4.670,10.564
4414.688,5.502,4.627,10.487
4415.704,4.265,4.596,10.687
4416.723,4.370,4.632,11.046
4417.739,3.913,4.633,10.968
4418.755,5.865,4.656,10.114
4419.774,5.861,4.754,10.055
4420.791,5.316,4.807,10.682
4421.810,4.534,4.844,10.648
4422.827,6.478,4.856,10.222
4423.847,5.601,4.820,9.699
4424.865,3.645,4.709,9.829
4425.883,3.755,4.557,10.535
4426.903,3.609,4.467,10.707
4427.922,4.237,4.400,10.198
4428.943,4.527,4.354,9.703
4429.962,2.967,4.374,9.410
4430.983,3.248,4.423,9.457
4432.002,3.854,4.460,9.748
4433.022,5.764,4.541,9.637
4434.044,6.272,4.671,8.966
4435.064,7.197,4.779,8.423
4436.087,5.923,4.875,8.077
4437.108,5.721,4.968,8.402
4438.131,5.556,5.036,9.592
4439.152,5.509,5.038,10.376
4440.173,5.856,4.974,9.865
4441.197,5.689,4.996,9.066
4442.219,5.105,5.017,9.123
4443.243,4.316,4.956,8.844
4444.265,7.010,4.848,8.131
4445.290,3.362,4.813,8.546
4446.312,3.244,4.867,9.695
4447.335,2.047,4.891,9.875
4448.361,4.313,4.978,9.375
4449.384,7.421,5.113,9.020
4450.411,6.434,5.198,9.016
4451.434,4.456,5.188,9.112
4452.461,5.305,5.053,9.019
4453.485,5.805,4.890,8.700
4454.510,4.672,4.657,8.487
4455.537,4.085,4.367,8.118
4456.562,4.236,4.105,7.873
4457.589,4.837,3.967,7.731
4458.615,5.618,4.016,7.913
4459.643,3.926,4.228,8.257
4460.669,4.031,4.556,8.690
4461.695,4.524,4.833,8.927
4462.724,5.338,4.939,8.482
4463.750,5.186,4.946,8.037
4464.780,3.099,4.906,8.144
4465.807,5.423,4.893,8.609
4466.837,4.273,4.887,8.900
4467.864,3.325,4.879,8.728
4468.892,4.773,4.858,8.346
4469.923,5.146,4.809,8.147
4470.951,5.585,4.863,7.972
4471.982,5.461,5.023,8.146
4473.011,4.265,5.125,8.229
4474.042,7.283,5.164,8.236
4475.072,6.958,5.234,8.718
4476.101,5.611,5.335,8.895
4477.133,5.410,5.343,8.489
4478.163,5.394,5.279,8.476
4479.196,6.336,5.154,8.270
4480.227,6.775,5.025,7.469
4481.259,5.262,4.934,7.550
4482.291,4.302,4.855,8.117
4483.321,4.298,4.850,7.788
4484.355,6.832,4.800,7.774
4485.387,7.844,4.790,9.083
4486.421,4.198,4.830,9.856
4487.454,3.678,4.877,9.364
4488.488,4.986,4.932,8.517
4489.521,6.020,4.972,8.142
4490.554,3.572,4.974,8.319
4491.589,4.372,4.919,8.594
4492.623,5.180,4.847,8.778
4493.658,6.673,4.839,9.278
4494.692,4.720,4.947,9.588
4495.729,4.496,5.094,8.953
4496.763,6.618,5.251,8.595
4497.800,5.865,5.376,9.090
4498.834,5.549,5.440,9.241
4499.870,6.063,5.404,9.252
4500.907,6.084,5.236,9.050
4501.942,5.557,5.034,8.538
4502.980,3.479,4.814,8.494
4504.017,5.830,4.596,8.825
4505.055,6.329,4.424,8.982
4506.091,3.848,4.346,9.408
4507.128,2.250,4.381,9.245
4508.167,4.366,4.474,9.251
4509.205,4.196,4.625,9.521
4510.245,4.773,4.852,8.827
4511.282,5.480,5.035,8.341
4512.322,6.356,5.097,8.424
4513.360,4.314,5.138,8.862
4514.398,3.761,5.059,8.859
4515.439,4.643,4.989,8.599
4516.479,5.218,5.014,8.564
4517.520,5.624,5.013,8.647
4518.559,5.873,4.922,8.575
4519.601,7.223,4.900,8.624
4520.641,2.931,4.826,9.170
4521.681,4.626,4.696,9.163
4522.724,4.466,4.608,8.974
4523.764,2.510,4.533,9.189
4524.807,4.115,4.451,9.101
4525.848,4.174,4.485,8.667
4526.892,2.619,4.600,8.913
4527.933,3.814,4.689,8.901
4528.975,4.719,4.712,8.748
4530.019,5.823,4.659,9.038
4531.061,4.998,4.535,9.253
4532.106,3.710,4.359,9.427
4533.149,3.731,4.150,9.834
4534.194,3.033,3.997,9.659
4535.237,3.175,3.809,9.158
4536.280,4.180,3.702,8.796
4537.327,4.171,3.759,8.738
4538.370,4.870,3.771,9.398
4539.417,3.949,3.734,10.260
4540.461,3.837,3.756,10.492
4541.508,1.827,3.737,9.493
4542.553,4.538,3.679,9.597
4543.598,2.121,3.650,10.229
4544.646,1.587,3.657,10.010
4545.691,2.220,3.759,9.679
4546.739,4.334,3.953,9.951
4547.785,5.142,4.244,10.384
4548.834,2.825,4.507,10.185
4549.880,3.683,4.712,9.528
4550.927,7.308,5.045,9.133
4551.977,5.572,5.328,9.183
4553.024,3.238,5.614,9.280
4554.074,5.908,5.749,9.577
4555.122,2.971,5.751,9.559
4556.172,5.965,5.696,9.280
4557.220,4.631,5.529,8.379
4558.269,5.170,5.293,8.335
4559.319,5.041,5.045,8.966
4560.368,4.741,4.786,9.464
4561.420,3.748,4.606,9.310
4562.469,3.957,4.599,8.796
4563.521,3.685,4.747,8.532
4564.571,4.698,5.014,8.350
4565.621,6.710,5.244,8.056
4566.674,7.014,5.370,7.901
4567.725,5.027,5.440,8.266
4568.778,3.567,5.486,8.643
4569.829,5.760,5.459,8.717
4570.883,5.331,5.499,8.930
4571.934,6.616,5.408,8.942
4572.989,5.758,5.148,8.708
4574.041,4.896,4.891,8.372
4575.093,4.763,4.822,8.297
4576.148,4.705,4.974,8.486
4577.201,4.687,5.352,8.980
4578.256,4.292,5.526,9.267
4579.309,5.301,5.277,8.859
4580.365,4.768,4.932,8.706
4581.419,5.180,4.853,9.170
4582.473,5.149,4.938,9.434
4583.530,4.338,5.135,9.203
4584.584,5.651,5.296,8.649
4585.641,6.592,5.383,8.495
4586.696,6.126,5.400,8.618
4587.754,5.413,5.359,8.819
4588.809,4.973,5.261,8.916
4589.865,5.297,5.100,8.994
4590.923,5.744,5.074,8.647
4591.979,4.322,5.173,8.312
4593.039,5.870,5.314,8.577
4594.095,5.436,5.449,8.867
4595.154,4.701,5.573,8.755
4596.211,5.529,5.622,8.326
4597.269,6.658,5.624,8.253
4598.329,4.701,5.699,8.238
4599.387,5.363,5.810,8.164
4600.447,6.739,5.886,7.999
4601.506,5.629,5.980,7.714
4602.567,5.279,6.039,7.681
4603.625,6.715,6.066,8.078
4604.685,7.093,6.007,8.515
4605.747,5.657,5.900,8.486
4606.806,4.212,5.807,8.003
4607.869,7.032,5.708,7.851
4608.929,5.573,5.650,8.458
4609.991,5.918,5.626,9.093
4611.052,7.473,5.603,9.318
4612.113,3.835,5.521,9.322
4613.176,4.258,5.393,8.780
