Wavelength,Flux,BestFit,SkyFlux
4011.438,28.409,29.953,7.214
4012.361,29.973,29.723,6.544
4013.284,28.836,29.938,6.279
4014.209,32.487,29.538,6.277
4015.133,30.790,29.886,6.050
4016.059,34.526,30.086,6.036
4016.983,27.362,29.425,5.719
4017.909,29.432,29.861,5.753
4018.833,28.468,30.215,6.295
4019.758,29.365,29.580,6.977
4020.685,26.904,29.836,7.654
4021.610,25.357,28.932,8.087
4022.537,27.853,29.767,7.834
4023.462,26.892,29.755,7.545
4024.390,29.637,28.326,7.574
4025.316,26.425,28.137,7.523
4026.242,28.413,30.775,6.894
4027.170,30.766,29.815,6.021
4028.097,30.545,28.912,6.026
4029.026,28.016,28.808,6.783
4029.953,27.229,29.668,6.838
4030.882,28.775,30.367,6.301
4031.809,29.188,28.871,5.882
4032.739,28.413,28.597,5.871
4033.667,29.569,30.107,5.673
4034.595,28.218,28.973,5.316
4035.525,28.221,27.601,5.436
4036.453,25.702,28.503,5.760
4037.384,28.823,28.281,6.219
4038.313,31.598,28.755,6.416
4039.244,30.656,28.673,6.172
4040.174,28.027,28.218,6.220
4041.103,26.323,28.347,6.859
4042.035,26.087,28.981,7.964
4042.965,25.517,28.940,8.858
4043.897,28.849,29.526,9.041
4044.827,25.541,29.363,9.693
4045.760,26.288,28.420,12.344
4046.691,26.377,27.930,17.576
4047.622,27.812,28.396,21.755
4048.555,27.978,28.700,21.056
4049.486,27.613,28.671,15.582
4050.420,28.037,27.695,10.683
4051.352,27.898,27.679,9.179
4052.286,30.935,28.291,7.695
4053.219,25.356,28.274,6.503
4054.151,32.104,27.857,6.135
4055.086,29.662,27.705,6.270
4056.019,27.191,28.003,6.499
4056.954,26.120,28.169,6.356
4057.887,25.681,28.264,5.875
4058.823,29.045,28.217,5.776
4059.757,30.711,27.637,6.401
4060.691,27.375,28.084,6.876
4061.627,29.757,27.178,6.548
4062.561,27.880,28.016,6.297
4063.498,26.869,28.813,6.557
4064.433,27.662,27.869,7.066
4065.370,28.665,28.405,7.431
4066.305,28.129,28.790,7.227
4067.241,29.128,28.692,6.990
4068.179,30.284,27.137,7.100
4069.115,28.436,26.961,7.513
4070.053,27.770,28.907,7.044
4070.989,30.301,28.415,5.947
4071.928,26.944,27.569,5.990
4072.865,26.960,28.792,6.739
4073.802,25.780,28.893,6.780
4074.741,25.505,27.487,6.305
4075.679,28.410,26.822,6.386
4076.618,26.993,28.170,7.326
4077.556,25.436,29.271,8.334
4078.497,27.052,28.157,8.669
4079.435,26.860,27.429,8.319
4080.373,27.699,27.738,7.912
4081.314,27.625,28.125,7.818
4082.253,26.941,27.961,7.478
4083.194,27.002,26.523,6.295
4084.134,28.140,27.040,5.698
4085.076,27.106,27.883,6.117
4086.015,28.461,28.606,6.472
4086.955,28.938,29.063,6.867
4087.898,28.100,27.917,7.213
4088.838,29.578,26.843,6.839
4089.781,30.030,27.015,6.015
4090.722,30.744,28.207,5.644
4091.665,28.968,28.538,6.004
4092.606,25.872,27.796,6.023
4093.548,27.680,28.172,5.918
4094.492,29.998,27.302,6.120
4095.434,27.021,27.723,6.239
4096.378,25.962,28.159,5.887
4097.321,28.273,28.281,5.153
4098.266,28.189,28.094,4.944
4099.208,27.441,26.984,5.514
4100.151,28.835,27.222,5.835
4101.097,28.125,27.712,5.666
4102.040,25.740,27.937,5.355
4102.986,26.530,27.977,5.158
4103.930,27.177,27.848,4.996
4104.876,28.131,27.455,4.828
4105.821,26.611,27.514,4.594
4106.768,26.848,26.709,4.456
4107.712,28.986,26.671,4.809
4108.657,27.746,27.339,5.667
4109.604,27.600,28.059,5.992
4110.550,28.972,29.115,5.235
4111.498,28.514,28.976,4.760
4112.444,31.014,28.722,5.151
4113.392,27.730,29.277,5.695
4114.338,28.201,29.386,5.950
4115.285,29.571,28.901,5.974
4116.234,28.221,29.619,5.848
4117.181,28.077,28.027,5.572
4118.130,29.557,28.554,5.297
4119.078,27.760,29.766,5.269
4120.027,28.344,30.675,5.364
4120.975,28.024,30.857,5.511
4121.923,27.541,29.983,5.947
4122.874,31.537,31.988,6.309
4123.822,39.581,34.063,6.370
4124.773,45.330,34.846,6.201
4125.722,52.569,34.950,6.065
4126.673,58.509,35.416,5.821
4127.623,58.516,35.956,5.318
4128.572,56.704,34.395,5.116
4129.524,51.939,33.151,5.391
4130.475,41.787,31.554,5.818
4131.427,32.208,29.709,5.741
4132.377,31.074,28.523,5.654
4133.330,26.129,28.056,5.873
4134.281,25.111,27.190,5.652
4135.232,25.038,26.976,5.376
4136.186,26.937,27.030,6.022
4137.137,28.163,26.967,6.907
4138.091,25.974,26.715,7.012
4139.043,27.325,26.629,6.422
4139.998,30.227,27.913,6.528
4140.950,26.823,27.427,6.934
4141.903,26.172,27.964,6.286
4142.858,27.850,28.843,5.516
4143.811,29.603,28.239,5.151
4144.767,28.527,27.705,5.199
4145.720,27.064,28.581,5.438
4146.676,28.105,27.516,6.014
4147.630,28.415,26.691,6.541
4148.584,26.269,26.685,6.302
4149.541,26.094,26.579,5.332
4150.495,26.916,26.431,4.600
4151.453,27.440,26.826,4.696
4152.407,24.851,27.655,5.549
4153.365,26.876,27.981,6.023
4154.320,27.888,28.143,5.887
4155.276,30.053,28.368,5.852
4156.234,30.923,27.928,6.277
4157.190,30.558,28.277,6.605
4158.149,30.284,30.186,6.528
4159.105,29.380,30.717,6.489
4160.065,32.211,30.125,6.413
4161.022,30.196,29.626,6.160
4161.979,28.116,28.608,6.448
4162.939,25.193,28.589,7.202
4163.896,28.026,28.365,7.941
4164.856,26.691,27.542,8.483
4165.815,27.110,27.430,8.722
4166.775,27.045,28.293,8.308
4167.734,25.195,28.185,7.852
4168.693,27.647,28.000,7.554
4169.654,28.691,28.467,7.802
4170.613,24.753,28.495,7.918
4171.575,25.929,28.265,7.414
4172.535,26.219,28.353,6.896
4173.497,27.329,28.175,6.545
4174.457,25.018,27.167,6.612
4175.417,25.453,26.808,6.541
4176.380,28.408,27.460,6.030
4177.341,27.887,28.489,5.869
4178.304,26.437,28.623,6.439
4179.265,27.680,27.449,6.829
4180.229,25.810,28.233,6.959
4181.191,25.737,27.676,6.807
4182.155,26.883,27.551,6.336
4183.117,26.668,28.318,5.570
4184.080,33.315,28.902,5.092
4185.044,30.429,28.979,5.265
4186.007,29.779,29.266,5.629
4186.972,29.244,28.797,5.702
4187.936,28.489,29.765,5.710
4188.901,29.707,29.977,5.809
4189.865,29.069,28.400,5.879
4190.829,29.979,29.022,6.038
4191.795,26.026,29.075,6.404
4192.759,26.343,28.702,6.248
4193.726,29.372,27.785,5.831
4194.691,28.155,26.747,5.991
4195.658,26.868,26.770,6.271
4196.624,26.541,28.188,5.966
4197.589,26.828,27.306,5.295
4198.557,26.469,26.944,4.846
4199.523,26.265,27.098,5.117
4200.491,25.932,27.111,5.790
4201.458,22.567,26.772,5.612
4202.426,27.072,26.271,4.854
4203.393,26.384,25.911,5.142
4204.360,22.700,26.252,5.551
4205.330,23.511,26.153,4.870
4206.297,24.330,25.763,4.840
4207.267,24.779,25.404,5.871
4208.235,26.068,25.102,6.719
4209.205,25.906,27.772,6.522
4210.174,25.853,27.343,5.640
4211.142,28.808,27.054,4.979
4212.113,28.942,27.325,5.255
4213.082,26.357,26.921,5.982
4214.054,25.445,27.028,6.396
4215.023,25.143,27.041,6.061
4215.995,26.192,26.013,5.573
4216.965,28.794,27.171,5.569
4217.935,28.002,27.994,5.789
4218.908,30.173,26.769,5.537
4219.878,32.432,27.905,5.101
4220.852,29.455,29.016,5.297
4221.822,28.153,27.738,5.741
4222.796,27.233,26.895,5.698
4223.768,25.745,27.228,5.498
4224.739,26.965,27.529,5.239
4225.713,29.462,27.223,4.993
4226.686,27.428,26.797,4.782
4227.660,23.815,26.412,4.361
4228.633,28.904,27.792,4.234
4229.608,27.945,28.684,4.620
4230.581,25.604,27.518,5.139
4231.554,27.071,27.232,5.320
4232.530,24.825,27.402,5.370
4233.503,26.217,26.698,5.748
4234.480,25.128,26.368,5.913
4235.454,25.363,26.931,5.495
4236.431,24.653,27.643,5.372
4237.405,23.185,27.602,5.466
4238.380,23.649,27.257,5.564
4239.357,23.810,26.254,5.579
4240.333,24.160,25.568,5.504
4241.311,26.157,25.651,5.224
4242.286,25.044,26.206,4.921
4243.264,21.120,26.552,5.040
4244.241,22.624,26.059,5.561
4245.217,22.870,27.071,6.139
4246.196,24.617,27.023,6.577
4247.173,24.313,25.919,6.917
4248.152,23.921,25.466,7.052
4249.129,25.312,25.800,6.301
4250.109,23.971,26.009,5.325
4251.087,22.429,26.326,5.448
4252.065,21.934,26.683,6.304
4253.045,24.801,27.060,6.410
4254.024,28.856,27.527,5.979
4255.005,26.479,27.844,5.968
4255.983,26.035,27.148,5.914
4256.965,24.299,27.753,5.526
4257.944,28.352,27.761,5.685
4258.926,27.705,27.937,6.010
4259.906,28.348,28.784,5.886
4260.886,27.666,27.886,5.430
4261.869,27.818,27.499,4.983
4262.849,27.692,28.357,4.937
4263.832,26.955,28.828,5.721
4264.813,27.536,28.528,6.769
4265.796,28.223,28.346,6.853
4266.778,27.725,28.573,6.480
4267.759,26.785,27.282,6.316
4268.743,27.028,28.223,6.197
4269.726,29.982,28.752,5.682
4270.710,25.694,27.986,5.259
4271.692,28.005,27.670,5.195
4272.677,28.325,28.866,4.883
4273.661,29.774,28.816,4.795
4274.644,31.435,28.808,5.079
4275.629,30.477,29.677,5.392
4276.613,29.647,30.137,5.597
4277.599,29.419,29.514,5.781
4278.583,31.142,29.587,5.978
4279.570,31.106,30.715,5.949
4280.554,32.947,32.011,5.764
4281.539,38.136,32.343,5.610
4282.526,42.164,32.461,5.458
4283.512,44.622,32.296,5.339
4284.499,41.089,30.287,5.293
4285.485,36.395,30.193,5.341
4286.473,32.228,29.941,5.326
4287.459,28.102,29.158,5.360
4288.445,27.817,28.391,5.289
4289.435,28.639,27.778,4.555
4290.421,26.449,27.056,3.690
4291.411,29.131,27.484,4.505
4292.398,25.729,28.568,5.387
4293.388,27.578,28.049,5.395
4294.375,28.680,26.707,5.702
4295.363,27.563,26.251,6.271
4296.354,26.902,26.677,6.123
4297.342,26.937,28.226,5.510
4298.333,26.846,26.949,5.338
4299.322,27.693,26.151,5.324
4300.313,28.638,26.776,4.621
4301.303,26.213,27.149,4.398
4302.292,26.515,26.730,5.103
4303.284,28.102,27.459,5.160
4304.274,30.081,26.221,4.780
4305.267,26.120,26.402,4.992
4306.257,26.985,27.425,5.276
4307.250,27.946,27.170,5.075
4308.241,27.968,26.940,4.859
4309.232,28.444,27.732,4.998
4310.226,27.849,27.126,5.084
4311.217,26.627,27.200,4.790
4312.211,27.741,27.258,4.659
4313.204,28.292,26.788,5.181
4314.198,25.048,27.949,6.271
4315.190,27.168,27.448,6.990
4316.184,27.556,28.416,7.031
4317.179,27.740,27.796,6.974
4318.172,28.243,26.946,6.966
4319.167,28.034,27.913,6.861
4320.161,29.036,28.027,6.917
4321.157,30.016,26.853,6.996
4322.151,29.522,27.030,6.938
4323.146,28.720,27.746,6.443
4324.143,27.748,27.544,5.426
4325.138,27.604,26.641,5.007
4326.135,28.636,26.812,5.093
4327.130,29.354,27.345,5.265
4328.128,30.116,27.907,5.469
4329.124,30.082,27.419,5.654
4330.120,29.893,27.310,5.866
4331.118,28.226,28.369,5.951
4332.114,26.245,28.320,6.041
4333.113,27.898,27.658,5.920
4334.110,30.104,29.061,5.724
4335.110,28.007,28.949,5.654
4336.107,27.169,28.066,5.520
4337.107,29.718,28.298,5.677
4338.104,27.961,28.113,5.920
4339.103,25.836,28.481,5.431
4340.103,28.345,27.096,5.032
4341.102,28.855,27.110,5.533
4342.103,26.797,28.096,5.845
4343.102,27.785,28.019,5.588
4344.103,31.201,27.469,5.455
4345.103,30.983,27.143,5.517
4346.102,28.609,27.707,5.824
4347.104,27.175,26.894,6.516
4348.104,24.479,26.405,7.408
4349.107,25.707,27.408,7.989
4350.107,24.250,26.682,7.748
4351.110,22.329,25.502,7.280
4352.111,24.920,25.207,6.453
4353.113,20.209,25.051,5.731
4354.117,22.103,24.886,5.324
4355.118,21.363,24.971,5.509
4356.123,18.958,25.035,6.963
4357.125,20.040,24.911,11.275
4358.129,22.623,25.699,23.058
4359.132,25.092,25.712,36.122
4360.135,26.203,25.691,37.870
4361.140,23.562,26.523,27.004
4362.144,26.923,26.769,14.400
4363.149,24.880,27.290,9.881
4364.153,25.062,27.274,8.407
4365.159,28.488,27.287,7.188
4366.164,28.292,27.736,6.599
4367.168,26.434,28.037,6.764
4368.175,25.370,27.583,6.476
4369.180,27.733,28.513,6.199
4370.188,28.944,27.251,6.315
4371.193,26.952,26.946,6.284
4372.201,27.734,27.797,5.924
4373.207,28.445,27.915,5.794
4374.213,27.761,27.550,6.513
4375.221,27.488,28.270,6.742
4376.228,31.066,28.305,6.124
4377.237,27.011,28.317,6.308
4378.244,29.082,28.395,6.652
4379.253,30.454,28.288,6.354
4380.261,29.261,28.292,6.015
4381.269,29.513,27.858,6.053
4382.279,28.969,27.702,5.977
4383.287,28.955,28.136,5.483
4384.298,30.039,28.397,5.012
4385.307,27.054,28.068,4.852
4386.318,28.075,27.839,4.781
4387.327,28.872,27.217,4.855
4388.336,25.794,26.824,5.164
4389.348,26.257,26.433,5.464
4390.358,23.671,26.094,5.703
4391.370,24.827,26.380,5.564
4392.380,24.793,27.486,5.296
4393.394,25.669,27.433,5.566
4394.404,25.326,26.425,6.001
4395.415,23.864,25.935,5.786
4396.429,24.196,25.555,5.305
4397.440,23.726,24.778,5.509
4398.454,22.677,24.814,5.686
4399.466,23.478,25.652,5.634
4400.480,23.860,25.930,5.706
4401.493,23.483,26.041,6.251
4402.505,26.197,25.906,6.586
4403.521,25.944,25.904,6.207
4404.534,28.783,27.366,5.974
4405.549,31.060,28.697,6.180
4406.562,27.240,28.057,6.691
4407.579,26.310,26.840,7.018
4408.593,29.707,26.902,6.587
4409.607,30.608,27.907,6.334
4410.624,29.349,27.717,6.588
4411.639,25.175,28.338,6.848
4412.656,29.514,27.637,7.346
4413.671,27.603,27.489,7.858
4414.688,28.024,27.552,7.271
4415.704,31.970,27.582,6.644
4416.723,30.351,29.123,7.282
4417.739,27.484,28.073,7.392
4418.755,27.864,28.147,6.637
4419.774,29.642,28.143,6.378
4420.791,28.264,27.736,7.636
4421.810,27.478,27.652,7.788
4422.827,29.389,27.860,6.967
4423.847,28.221,28.461,6.334
4424.865,28.315,27.644,6.373
4425.883,28.879,27.292,6.754
4426.903,28.979,27.325,7.327
4427.922,28.693,27.240,7.238
4428.943,29.920,28.060,6.431
4429.962,31.267,28.123,6.119
4430.983,26.984,29.123,6.356
4432.002,27.171,28.557,6.443
4433.022,27.549,27.514,6.267
4434.044,26.987,27.864,6.170
4435.064,27.276,28.007,6.256
4436.087,26.306,27.218,6.328
4437.108,27.737,26.621,6.256
4438.131,30.374,27.253,6.154
4439.152,28.613,27.977,6.502
4440.173,28.642,27.965,6.566
4441.197,28.439,28.171,6.283
4442.219,29.872,27.097,6.140
4443.243,31.214,27.009,5.820
4444.265,26.883,27.577,5.630
4445.290,28.758,27.806,5.992
4446.312,30.074,27.636,6.422
4447.335,28.924,27.961,6.727
4448.361,28.992,28.329,6.834
4449.384,31.140,28.416,6.594
4450.411,33.058,28.294,6.189
4451.434,29.330,27.678,5.896
4452.461,30.733,27.218,5.796
4453.485,29.992,28.256,5.469
4454.510,27.852,28.003,5.055
4455.537,27.916,28.155,4.879
4456.562,27.745,27.973,5.093
4457.589,26.762,28.225,5.609
4458.615,28.449,29.191,5.497
4459.643,28.566,28.798,5.062
4460.669,29.974,27.925,5.122
4461.695,29.853,27.175,5.601
4462.724,27.509,27.274,5.645
4463.750,28.322,27.740,5.258
4464.780,27.287,27.461,5.168
4465.807,26.433,26.511,5.594
4466.837,28.185,27.726,5.958
4467.864,26.243,28.278,5.880
4468.892,29.659,27.604,5.724
4469.923,27.429,27.300,5.405
4470.951,26.914,28.301,5.303
4471.982,29.887,29.121,5.699
4473.011,28.144,28.560,5.733
4474.042,28.023,27.762,5.700
4475.072,27.834,28.434,5.961
4476.101,28.141,29.187,6.006
4477.133,29.481,28.183,5.808
4478.163,25.637,26.644,6.453
4479.196,25.741,27.150,6.484
4480.227,27.782,27.341,5.272
4481.259,26.061,26.641,5.243
4482.291,26.310,26.794,5.327
4483.321,29.373,27.938,5.669
4484.355,28.229,27.449,5.892
4485.387,30.609,27.678,5.852
4486.421,31.329,27.479,5.879
4487.454,29.422,27.405,6.113
4488.488,28.671,27.246,6.189
4489.521,28.421,26.464,5.574
4490.554,26.786,26.066,5.444
4491.589,26.100,28.489,6.114
4492.623,26.740,27.713,6.529
4493.658,26.263,26.893,6.175
4494.692,29.274,27.255,6.016
4495.729,28.087,27.541,6.475
4496.763,28.652,27.613,6.205
4497.800,28.780,28.079,5.839
4498.834,28.471,27.536,5.976
4499.870,27.399,27.835,6.208
4500.907,27.293,28.508,6.595
4501.942,28.830,28.579,6.570
4502.980,29.594,29.010,6.368
4504.017,28.665,28.779,6.471
4505.055,28.828,28.284,6.717
4506.091,30.046,28.580,6.675
4507.128,29.071,29.005,6.459
4508.167,29.254,28.710,6.154
4509.205,30.819,28.440,5.836
4510.245,27.405,28.770,6.001
4511.282,31.794,28.530,6.004
4512.322,29.455,28.029,6.088
4513.360,26.842,28.092,6.254
4514.398,27.610,28.530,6.156
4515.439,29.598,28.225,5.963
4516.479,28.662,28.500,6.060
4517.520,29.365,27.811,6.047
4518.559,28.408,27.637,5.695
4519.601,28.220,28.395,5.604
4520.641,30.991,28.788,6.011
4521.681,30.127,28.019,6.214
4522.724,32.374,29.038,6.213
4523.764,29.509,28.936,6.153
4524.807,30.249,29.434,6.014
4525.848,31.623,29.407,5.953
4526.892,29.991,28.428,6.164
4527.933,29.879,29.599,6.065
4528.975,32.642,29.185,5.666
4530.019,31.322,28.724,5.362
4531.061,33.296,28.930,5.493
4532.106,32.641,28.866,5.988
4533.149,28.980,28.384,6.101
4534.194,29.252,29.009,5.840
4535.237,30.626,29.249,5.758
4536.280,28.447,28.774,5.992
4537.327,27.984,28.440,6.331
4538.370,28.089,28.786,6.631
4539.417,29.979,29.109,6.527
4540.461,32.226,28.269,6.243
4541.508,31.246,28.299,6.229
4542.553,33.473,28.402,6.230
4543.598,28.195,28.366,6.437
4544.646,29.628,27.769,6.809
4545.691,30.645,27.333,6.681
4546.739,27.147,28.776,6.763
4547.785,28.803,29.227,7.067
4548.834,31.276,28.904,6.900
4549.880,29.677,28.459,6.619
4550.927,28.694,28.537,5.987
4551.977,30.572,28.766,5.635
4553.024,30.215,28.124,5.839
4554.074,28.603,28.712,5.822
4555.122,32.242,29.409,5.971
4556.172,30.568,29.354,6.127
4557.220,30.205,29.225,6.101
4558.269,29.162,29.371,5.787
4559.319,32.456,29.047,5.913
4560.368,30.158,30.022,5.918
4561.420,28.916,29.987,6.069
4562.469,29.433,29.013,6.282
4563.521,29.302,28.662,6.246
4564.571,29.136,29.402,6.129
4565.621,30.486,29.720,5.565
4566.674,31.189,29.863,5.411
4567.725,29.446,29.310,5.881
4568.778,28.398,28.848,5.920
4569.829,29.483,28.527,5.735
4570.883,29.707,28.231,6.093
4571.934,30.937,28.290,5.934
4572.989,29.545,27.740,5.495
4574.041,29.867,28.486,5.643
4575.093,27.422,28.083,5.935
4576.148,25.868,27.770,6.299
4577.201,26.825,29.018,6.286
4578.256,27.868,29.241,5.966
4579.309,29.134,28.687,5.931
4580.365,28.706,28.747,6.179
4581.419,27.610,28.821,6.235
4582.473,28.785,28.377,5.956
4583.530,28.404,27.800,5.755
4584.584,27.033,28.008,5.994
4585.641,28.936,28.640,5.918
4586.696,27.652,27.464,5.786
4587.754,30.145,27.804,5.984
4588.809,26.744,27.906,6.106
4589.865,24.711,26.334,6.163
4590.923,29.029,27.032,5.993
4591.979,27.007,27.005,5.834
4593.039,25.827,27.963,5.689
4594.095,26.112,27.663,5.758
4595.154,26.851,27.289,5.921
4596.211,29.158,28.003,5.724
4597.269,28.380,27.435,5.361
4598.329,27.408,27.599,5.369
4599.387,27.605,26.722,5.660
4600.447,25.895,27.298,5.788
4601.506,28.702,27.918,5.292
4602.567,26.323,27.127,5.118
4603.625,27.535,27.446,5.625
4604.685,27.478,26.989,5.577
4605.747,29.429,27.765,5.586
4606.806,27.877,28.528,5.609
4607.869,27.121,28.340,5.413
4608.929,28.759,27.797,5.683
4609.991,27.445,27.925,6.023
