Wavelength,Flux,BestFit,SkyFlux
3859.223,9.051,10.388,9.461
3860.114,7.627,9.412,8.510
3861.001,6.223,8.949,8.961
3861.892,10.965,9.763,10.906
3862.780,6.601,10.624,13.111
3863.669,14.558,10.451,14.315
3864.560,17.036,9.637,14.000
3865.449,8.647,9.178,13.071
3866.340,10.082,9.149,12.563
3867.230,15.441,9.416,12.653
3868.121,6.544,9.980,12.958
3869.011,9.963,10.602,12.292
3869.901,12.284,10.950,10.825
3870.794,17.955,11.876,9.238
3871.684,16.303,12.530,8.415
3872.577,13.820,12.384,8.871
3873.468,11.398,12.217,10.398
3874.361,10.735,12.803,12.375
3875.252,15.367,12.523,14.083
3876.144,15.373,12.847,14.719
3877.038,11.526,13.088,13.692
3877.930,13.489,12.830,11.909
3878.824,12.065,12.820,10.825
3879.716,16.362,13.113,10.874
3880.611,19.355,13.673,11.450
3881.504,17.129,13.405,11.549
3882.396,13.794,13.036,11.318
3883.292,12.793,13.143,11.338
3884.185,12.857,13.266,11.854
3885.081,10.838,13.008,11.942
3885.975,6.360,12.722,11.650
3886.871,9.975,12.600,10.984
3887.765,16.802,12.770,10.722
3888.659,13.021,12.772,11.026
3889.556,13.019,12.414,11.659
3890.451,17.734,13.110,12.296
3891.348,13.918,13.302,12.937
3892.243,10.594,13.457,13.752
3893.141,21.376,13.502,14.508
3894.036,10.457,13.664,14.757
3894.934,17.126,14.599,14.266
3895.830,15.698,15.993,14.035
3896.726,19.586,16.501,14.506
3897.625,22.218,16.038,15.237
3898.521,15.992,14.882,15.536
3899.421,13.014,13.620,15.308
3900.318,17.044,12.805,14.978
3901.217,15.159,12.209,15.039
3902.115,12.864,12.103,15.522
3903.012,9.986,12.814,15.490
3903.912,12.982,13.220,15.109
3904.810,13.609,12.869,14.986
3905.711,14.041,12.436,15.485
3906.609,13.256,12.113,16.307
3907.510,13.232,11.965,17.370
3908.409,16.930,11.914,18.747
3909.308,18.408,11.988,19.773
3910.210,11.024,11.805,19.627
3911.109,7.569,11.224,19.662
3912.011,6.269,11.453,20.816
3912.911,15.629,11.108,22.202
3913.813,11.494,10.383,22.698
3914.714,9.502,10.332,22.323
3915.614,12.448,11.557,21.016
3916.517,12.768,13.339,18.760
3917.418,13.192,13.699,16.890
3918.322,15.439,12.737,16.391
3919.223,8.575,11.375,16.152
3920.127,8.323,10.791,15.290
3921.029,14.718,11.063,13.602
3921.931,11.468,11.284,12.579
3922.835,9.227,11.196,12.817
3923.737,12.657,11.163,13.243
3924.642,15.018,11.610,13.312
3925.545,14.289,12.020,13.007
3926.450,14.141,12.118,12.352
3927.354,14.118,12.232,11.247
3928.257,11.570,12.539,10.176
3929.163,12.668,13.091,8.942
3930.067,14.713,13.251,7.940
3930.973,14.577,13.283,7.173
3931.877,13.197,12.981,6.544
3932.784,13.281,12.260,6.095
3933.689,10.981,13.009,5.886
3934.594,8.254,13.037,5.942
3935.501,11.803,12.818,6.151
3936.406,12.973,13.037,6.690
3937.314,11.477,13.614,7.766
3938.220,14.359,13.883,9.269
3939.128,12.996,13.564,10.761
3940.034,13.628,13.666,11.984
3940.941,13.326,13.655,12.932
3941.849,16.097,13.457,13.685
3942.756,15.922,13.522,14.146
3943.665,11.596,13.940,14.296
3944.573,13.839,13.676,14.033
3945.482,11.311,13.460,14.197
3946.390,16.396,13.157,14.975
3947.298,14.949,12.983,15.909
3948.208,11.789,12.961,16.096
3949.116,10.994,12.815,15.539
3950.027,14.086,12.725,15.178
3950.936,18.374,13.074,15.361
3951.847,17.644,12.909,15.579
3952.756,14.331,12.868,15.280
3953.665,15.713,12.837,14.711
3954.577,10.554,12.192,14.826
3955.487,11.094,12.531,15.355
3956.399,9.481,12.089,15.281
3957.309,15.716,11.368,14.427
3958.221,12.292,11.076,13.835
3959.132,7.023,10.786,14.137
3960.045,7.801,9.768,14.473
3960.956,9.385,9.070,13.764
3961.867,8.530,8.700,12.077
3962.781,8.776,9.091,10.819
3963.692,8.470,9.476,10.320
3964.606,10.135,9.644,10.306
3965.519,9.447,10.320,9.806
3966.433,9.685,11.397,8.663
3967.345,13.761,11.714,7.159
3968.258,12.942,11.931,5.654
3969.173,15.036,12.324,4.638
3970.086,18.219,12.484,4.632
3971.002,10.896,12.187,5.784
3971.915,12.912,12.398,7.262
3972.831,10.755,12.617,8.747
3973.745,15.166,12.556,10.193
3974.659,16.347,12.801,11.566
3975.576,16.665,13.122,12.823
3976.490,14.355,12.813,13.844
3977.407,13.049,12.939,14.598
3978.323,15.089,13.220,15.224
3979.240,15.233,13.235,15.886
3980.155,11.393,13.050,16.399
3981.071,13.129,13.016,16.877
3981.989,16.924,13.144,17.018
3982.905,11.741,12.710,16.476
3983.823,13.250,12.932,15.947
3984.740,10.757,12.982,16.219
3985.659,11.504,12.707,16.503
3986.576,13.247,12.422,15.893
3987.493,10.259,12.403,15.714
3988.412,9.482,12.641,16.765
3989.330,15.252,12.119,17.740
3990.250,13.634,11.670,18.110
3991.168,8.899,11.119,17.848
3992.088,10.363,10.529,17.502
3993.006,13.395,10.359,17.777
3993.925,8.655,9.897,18.227
3994.846,5.500,9.296,18.192
3995.765,6.516,8.896,17.257
3996.686,7.001,8.980,16.311
3997.606,8.127,9.840,16.307
3998.528,12.553,11.159,17.029
3999.448,13.617,11.243,17.882
4000.367,9.868,10.218,18.645
4001.290,5.795,9.549,18.549
4002.210,8.681,9.491,18.543
4003.133,9.823,9.808,18.805
4004.054,12.348,10.352,18.641
4004.978,13.268,10.872,17.555
4005.899,10.781,11.421,16.304
4006.821,11.487,11.987,16.006
4007.745,11.376,12.518,17.450
4008.667,12.080,12.792,19.400
4009.591,12.155,12.738,19.970
4010.513,13.277,12.959,19.681
4011.438,13.658,12.983,19.166
4012.361,16.456,12.832,19.311
4013.284,15.727,13.073,19.914
4014.209,12.828,13.507,20.228
4015.133,11.805,13.411,19.770
4016.059,12.436,13.404,18.995
4016.983,14.214,13.985,18.697
4017.909,10.620,14.254,17.762
4018.833,12.900,13.880,17.985
4019.758,13.620,13.683,19.376
4020.685,13.700,14.317,20.812
4021.610,12.592,14.182,21.166
4022.537,15.095,14.145,20.307
4023.462,15.674,13.871,19.545
4024.390,13.078,13.522,19.321
4025.316,15.559,13.621,19.149
4026.242,14.866,14.114,19.456
4027.170,11.325,13.811,20.012
4028.097,13.265,14.139,19.929
4029.026,17.000,14.338,19.431
4029.953,14.819,14.391,18.781
4030.882,14.649,14.500,18.055
4031.809,14.375,14.454,17.375
4032.739,12.277,14.043,17.248
4033.667,13.396,14.005,16.740
4034.595,16.704,13.514,15.614
4035.525,13.824,13.521,16.334
4036.453,14.562,14.199,18.766
4037.384,17.605,14.373,20.044
4038.313,12.689,14.248,19.977
4039.244,13.955,14.186,20.174
4040.174,16.268,14.352,19.979
4041.103,15.478,14.428,19.560
4042.035,16.435,14.453,19.888
4042.965,17.802,14.668,20.775
4043.897,14.738,14.498,21.255
4044.827,15.648,14.723,19.916
4045.760,18.193,14.834,20.497
4046.691,16.095,14.431,25.401
4047.622,14.570,14.108,29.662
4048.555,16.300,14.516,29.057
4049.486,16.289,14.395,25.019
4050.420,13.579,14.504,22.350
4051.352,14.558,14.550,21.474
4052.286,16.403,14.390,20.418
4053.219,13.316,14.243,18.906
4054.151,14.359,14.359,18.827
4055.086,17.169,14.548,19.222
4056.019,16.171,14.810,18.866
4056.954,15.766,14.703,17.733
4057.887,19.010,14.603,16.610
4058.823,14.428,14.542,16.758
4059.757,10.705,14.141,17.596
4060.691,13.313,13.967,18.380
4061.627,16.435,13.857,18.889
4062.561,16.601,13.756,18.342
4063.498,16.007,13.991,16.628
4064.433,15.556,14.343,16.601
4065.370,14.010,14.344,18.490
4066.305,14.185,14.703,19.805
4067.241,14.263,14.617,19.439
4068.179,15.349,14.617,19.337
4069.115,14.988,14.781,19.964
4070.053,15.967,14.759,19.854
4070.989,17.482,14.410,18.834
4071.928,15.778,14.327,17.457
4072.865,13.551,14.405,17.447
4073.802,11.651,13.993,18.310
4074.741,10.703,13.405,19.365
4075.679,17.926,13.208,19.909
4076.618,14.285,13.625,19.898
4077.556,16.063,14.391,19.776
4078.497,15.072,14.405,19.311
4079.435,12.981,14.513,18.871
4080.373,13.025,14.548,19.268
4081.314,14.437,14.291,20.506
4082.253,16.014,14.119,21.077
4083.194,11.368,14.197,19.942
4084.134,21.275,14.283,18.653
4085.076,12.272,14.180,18.067
4086.015,13.565,14.064,18.599
4086.955,14.546,14.045,19.993
4087.898,13.730,13.983,20.648
4088.838,15.340,13.855,20.570
4089.781,16.912,14.016,20.178
4090.722,15.525,14.377,19.739
4091.665,13.378,14.101,18.966
4092.606,13.555,13.484,18.230
4093.548,14.742,13.548,18.145
4094.492,12.981,13.261,18.786
4095.434,15.225,13.471,18.759
4096.378,14.894,14.038,17.712
4097.321,15.536,14.653,16.868
4098.266,16.865,14.976,16.955
4099.208,15.626,14.727,17.422
4100.151,12.478,14.116,17.160
4101.097,12.851,13.797,15.629
4102.040,16.122,13.477,13.542
4102.986,13.441,13.432,12.658
4103.930,14.598,13.665,13.752
4104.876,14.806,13.687,15.563
4105.821,14.243,13.587,16.690
4106.768,12.015,13.490,17.059
4107.712,16.653,13.265,17.416
4108.657,18.513,13.229,17.592
4109.604,14.883,13.524,17.870
4110.550,15.441,13.862,17.664
4111.498,17.864,14.004,17.199
4112.444,16.020,13.694,17.267
4113.392,14.819,13.394,17.820
4114.338,11.784,13.360,18.416
4115.285,10.500,13.452,19.060
4116.234,13.457,13.396,19.389
4117.181,15.604,13.325,19.359
4118.130,13.760,13.524,18.996
4119.078,11.991,13.748,18.108
4120.027,13.287,13.805,17.240
4120.975,14.896,13.576,17.694
4121.923,16.246,13.201,18.403
4122.874,16.192,13.305,18.065
4123.822,12.357,13.145,18.443
4124.773,12.980,12.701,19.705
4125.722,15.349,12.270,19.726
4126.673,10.324,11.904,18.875
4127.623,9.520,11.519,18.557
4128.572,10.951,11.538,18.250
4129.524,12.552,11.999,18.061
4130.475,15.354,14.158,18.454
4131.427,14.986,16.287,18.762
4132.377,17.159,16.202,18.023
4133.330,7.999,13.860,16.987
4134.281,8.882,11.848,17.049
4135.232,10.007,11.414,17.762
4136.186,10.325,11.801,18.259
4137.137,12.940,12.121,18.675
4138.091,13.465,12.129,18.953
4139.043,12.846,12.215,19.370
4139.998,13.501,12.679,19.839
4140.950,13.411,12.529,19.829
4141.903,13.415,12.686,18.929
4142.858,12.497,13.174,17.254
4143.811,15.484,13.486,15.651
4144.767,13.887,13.452,15.680
4145.720,14.891,13.545,17.078
4146.676,13.546,13.710,18.324
4147.630,12.604,13.748,18.639
4148.584,13.423,13.466,18.107
4149.541,13.136,13.281,17.613
4150.495,12.445,13.619,17.426
4151.453,13.646,13.333,17.656
4152.407,12.551,13.296,18.062
4153.365,14.283,13.766,18.372
4154.320,14.730,14.044,17.864
4155.276,15.291,13.915,17.764
4156.234,12.228,13.859,18.382
4157.190,15.784,13.719,18.426
4158.149,16.468,13.816,18.270
4159.105,15.179,13.747,18.743
4160.065,13.075,13.396,19.394
4161.022,9.099,13.138,19.662
4161.979,14.993,13.327,20.145
4162.939,15.264,13.417,19.872
4163.896,16.207,13.422,19.493
4164.856,15.957,13.583,21.229
4165.815,14.811,13.615,21.747
4166.775,14.016,13.616,21.094
4167.734,17.039,14.074,20.358
4168.693,14.381,14.479,20.206
4169.654,11.698,14.257,20.347
4170.613,14.509,13.951,20.448
4171.575,14.131,14.004,20.197
4172.535,14.887,13.854,19.095
4173.497,16.555,12.906,17.722
4174.457,11.333,12.873,17.352
4175.417,15.686,13.431,17.099
4176.380,12.916,13.633,17.706
4177.341,14.140,13.602,18.612
4178.304,16.480,13.706,18.741
4179.265,14.706,14.036,18.550
4180.229,12.913,14.560,18.627
4181.191,13.366,13.806,18.613
4182.155,13.539,13.819,18.363
4183.117,15.619,13.947,17.567
4184.080,16.950,13.670,16.756
4185.044,14.432,13.806,17.536
4186.007,14.033,13.530,18.606
4186.972,13.883,13.673,18.157
4187.936,15.492,13.855,16.780
4188.901,16.851,13.975,16.544
4189.865,17.807,14.036,16.938
4190.829,16.275,14.010,17.876
4191.795,12.460,14.149,18.088
4192.759,13.582,14.005,17.826
4193.726,17.152,14.085,18.131
4194.691,15.366,14.006,18.099
4195.658,13.040,13.833,17.503
4196.624,12.503,14.169,16.809
4197.589,14.103,14.147,16.208
4198.557,12.989,13.921,15.479
4199.523,15.168,14.007,15.009
4200.491,15.184,13.944,15.121
4201.458,12.421,13.647,15.295
4202.426,13.594,13.567,15.439
4203.393,15.612,13.091,15.518
4204.360,16.455,13.013,16.170
4205.330,14.179,13.336,16.905
4206.297,12.907,13.356,17.246
4207.267,11.908,13.092,17.981
4208.235,14.850,13.242,18.474
4209.205,15.764,13.356,18.616
4210.174,13.966,13.554,18.375
4211.142,12.684,13.504,17.887
4212.113,14.197,13.537,17.714
4213.082,16.313,13.774,17.930
4214.054,14.454,13.858,17.997
4215.023,12.659,13.933,17.588
4215.995,13.328,13.850,16.894
4216.965,16.707,13.566,16.365
4217.935,15.136,13.329,16.522
4218.908,14.131,13.490,17.379
4219.878,14.763,13.935,17.304
4220.852,16.574,13.702,17.421
4221.822,18.012,14.080,17.972
4222.796,17.108,14.165,17.950
4223.768,14.935,14.110,16.941
4224.739,14.540,14.167,16.040
4225.713,14.400,13.989,15.368
4226.686,12.112,13.729,13.276
4227.660,15.683,13.590,12.108
4228.633,12.813,13.631,13.483
4229.608,12.433,13.607,16.174
4230.581,12.943,13.451,17.749
4231.554,11.663,13.399,17.969
4232.530,12.725,13.484,17.719
4233.503,14.376,13.409,17.635
4234.480,13.051,13.608,17.279
4235.454,12.900,13.909,16.912
4236.431,14.537,13.952,16.519
4237.405,17.264,13.802,15.793
4238.380,15.815,14.016,15.880
4239.357,14.329,14.180,16.400
4240.333,14.515,13.878,16.516
4241.311,11.793,13.753,16.645
4242.286,12.685,14.054,17.056
4243.264,15.901,14.144,16.930
4244.241,14.816,13.904,16.899
4245.217,12.317,13.722,17.624
4246.196,13.666,13.697,18.656
4247.173,13.243,13.769,18.831
4248.152,15.640,13.887,18.424
4249.129,17.575,14.074,17.395
4250.109,12.857,14.322,15.801
4251.087,12.565,14.220,15.860
4252.065,13.402,14.121,17.279
4253.045,13.734,13.941,18.310
4254.024,13.110,13.595,17.598
4255.005,14.635,13.266,16.294
4255.983,15.313,12.893,16.469
4256.965,12.330,12.376,17.660
4257.944,13.592,12.437,18.450
4258.926,13.700,12.909,18.497
4259.906,15.381,13.492,17.027
4260.886,17.379,14.067,15.294
4261.869,15.436,13.990,14.824
4262.849,12.800,14.085,16.384
4263.832,10.656,13.739,17.575
4264.813,12.137,13.407,17.792
4265.796,12.786,13.561,18.135
4266.778,12.437,13.850,18.627
4267.759,14.977,13.848,18.085
4268.743,15.102,13.518,17.218
4269.726,12.944,13.119,16.797
4270.710,16.265,13.373,16.416
4271.692,15.950,14.006,14.691
4272.677,14.493,13.970,14.031
4273.661,15.298,13.992,14.911
4274.644,14.090,14.166,15.135
4275.629,14.499,14.099,15.215
4276.613,14.693,13.872,16.112
4277.599,13.645,13.751,17.792
4278.583,14.143,13.750,18.812
4279.570,14.966,13.558,17.999
4280.554,12.882,13.499,16.510
4281.539,13.730,13.624,16.391
4282.526,13.955,13.606,16.765
4283.512,10.904,13.403,17.271
4284.499,8.293,13.317,17.466
4285.485,10.801,13.207,16.840
4286.473,15.055,13.408,16.299
4287.459,15.166,13.522,15.830
4288.445,14.058,13.659,15.295
4289.435,14.952,13.771,14.667
4290.421,14.708,13.447,14.226
4291.411,13.010,13.005,14.411
4292.398,14.041,13.305,15.745
4293.388,12.494,13.514,16.850
4294.375,14.412,13.694,16.649
4295.363,17.439,14.037,15.972
4296.354,17.535,14.188,15.664
4297.342,16.012,14.033,15.663
4298.333,14.878,13.911,14.913
4299.322,13.394,13.787,13.580
4300.313,12.093,13.532,12.486
4301.303,12.207,13.084,12.249
4302.292,12.685,12.632,12.420
4303.284,11.948,12.673,12.248
4304.274,11.969,12.573,12.193
4305.267,14.420,12.755,12.817
4306.257,14.013,13.107,13.292
4307.250,14.824,13.426,13.155
4308.241,15.549,13.740,13.012
4309.232,12.739,13.801,12.618
4310.226,12.266,13.976,12.477
4311.217,15.011,13.738,12.868
4312.211,15.205,13.231,13.325
4313.204,13.490,13.143,14.102
4314.198,13.953,13.685,15.894
4315.190,14.462,13.531,17.766
4316.184,13.270,13.286,18.922
4317.179,11.148,13.502,19.625
4318.172,11.684,13.460,20.341
4319.167,11.127,12.991,20.303
4320.161,12.177,12.886,19.611
4321.157,14.258,12.741,19.649
4322.151,11.378,12.638,19.551
4323.146,11.881,12.942,18.050
4324.143,14.285,13.309,15.549
4325.138,14.277,13.379,13.852
4326.135,14.595,13.215,13.800
4327.130,13.187,12.893,14.602
4328.128,13.982,12.632,15.881
4329.124,12.415,12.298,17.614
4330.120,11.502,12.064,18.308
4331.118,11.182,11.891,18.078
4332.114,11.563,11.552,17.855
4333.113,13.004,11.600,17.984
4334.110,12.769,11.942,17.879
4335.110,10.787,11.996,17.770
4336.107,9.788,11.916,17.896
4337.107,12.194,11.920,17.257
4338.104,12.939,11.850,15.958
4339.103,8.600,11.680,14.929
4340.103,11.706,11.542,13.634
4341.102,11.385,11.668,12.653
4342.103,10.317,11.857,13.191
4343.102,10.727,12.216,15.177
4344.103,12.856,12.880,16.571
4345.103,13.404,12.573,16.835
4346.102,14.234,12.802,17.420
4347.104,15.793,13.175,18.204
4348.104,15.945,13.371,18.882
4349.107,14.979,13.514,19.224
4350.107,14.304,13.778,18.991
4351.110,13.165,13.866,18.310
4352.111,13.372,13.684,16.713
4353.113,13.052,13.267,15.027
4354.117,13.429,12.997,15.743
4355.118,12.213,12.870,17.166
4356.123,10.666,12.448,17.503
4357.125,11.558,12.057,22.751
4358.129,15.138,12.243,34.976
4359.132,15.114,12.674,45.515
4360.135,12.930,12.918,43.702
4361.140,12.953,12.917,31.903
4362.144,13.807,12.839,23.441
4363.149,13.254,12.491,21.088
4364.153,13.111,12.508,20.263
4365.159,14.432,12.280,19.805
4366.164,10.043,12.120,20.142
4367.168,12.950,12.066,19.493
4368.175,11.254,11.469,18.652
4369.180,8.996,11.249,19.030
4370.188,11.846,14.330,18.671
4371.193,17.892,19.155,17.690
4372.201,23.892,21.846,17.779
4373.207,22.766,19.867,18.016
4374.213,13.605,14.702,17.673
4375.221,8.219,11.785,17.123
4376.228,11.827,11.434,17.198
4377.237,11.145,11.804,18.274
4378.244,11.922,12.094,18.838
4379.253,12.996,12.336,18.866
4380.261,13.243,12.568,18.383
4381.269,11.876,12.505,17.883
4382.279,10.960,12.389,17.216
4383.287,10.222,12.145,15.635
4384.298,10.542,12.136,13.830
4385.307,13.659,12.449,12.993
4386.318,17.258,12.714,14.098
4387.327,15.938,13.108,16.015
4388.336,12.181,13.223,16.943
4389.348,14.289,13.111,16.590
4390.358,12.983,13.142,16.165
4391.370,13.202,13.401,15.817
4392.380,14.378,13.539,16.075
4393.394,15.277,13.473,16.766
4394.404,14.167,13.885,16.801
4395.415,14.336,13.936,16.768
4396.429,13.685,13.841,16.670
4397.440,13.486,13.941,17.142
4398.454,13.956,13.906,17.935
4399.466,14.469,13.667,17.946
4400.480,14.571,13.469,17.486
4401.493,12.705,13.336,17.232
4402.505,13.227,13.421,17.257
4403.521,12.571,13.625,18.365
4404.534,12.077,13.519,18.320
4405.549,10.345,13.088,16.938
4406.562,14.295,12.794,16.749
4407.579,12.362,12.965,17.692
4408.593,12.755,13.252,18.723
4409.607,12.866,13.438,18.741
4410.624,11.911,13.720,18.219
4411.639,13.521,13.823,19.037
4412.656,16.160,13.530,19.892
4413.671,15.471,12.912,20.054
4414.688,10.949,12.250,19.698
4415.704,9.837,11.930,18.080
4416.723,9.755,12.155,18.042
4417.739,11.970,12.465,18.672
4418.755,12.149,12.727,18.478
4419.774,15.546,12.928,19.153
4420.791,14.690,12.995,20.675
4421.810,11.147,13.089,20.417
4422.827,12.243,13.376,19.036
4423.847,15.076,13.160,18.038
4424.865,14.173,13.305,18.104
4425.883,13.154,13.285,18.726
4426.903,14.634,13.063,19.120
4427.922,12.824,13.218,19.307
4428.943,14.798,13.936,18.606
4429.962,15.013,13.816,18.186
4430.983,15.816,13.718,17.730
4432.002,12.618,13.299,17.902
4433.022,11.442,13.121,18.448
4434.044,12.259,13.418,18.233
4435.064,15.647,13.409,17.109
4436.087,14.753,13.022,16.261
4437.108,12.630,12.621,17.062
4438.131,13.677,13.002,18.212
4439.152,13.788,13.290,19.317
4440.173,12.641,13.088,19.358
4441.197,14.864,13.284,18.510
4442.219,14.097,13.422,18.116
4443.243,14.830,13.800,17.041
4444.265,15.650,13.897,16.667
4445.290,14.087,13.644,17.450
4446.312,13.229,13.445,18.843
4447.335,12.516,13.527,19.325
4448.361,14.042,13.208,18.348
4449.384,12.788,13.073,17.540
4450.411,13.346,13.271,17.662
4451.434,15.122,13.701,17.947
4452.461,14.242,13.954,17.883
4453.485,13.253,13.691,17.551
4454.510,13.567,13.615,16.841
4455.537,14.134,13.560,16.182
4456.562,14.133,13.679,15.715
4457.589,13.370,13.724,15.545
4458.615,12.451,13.558,15.854
4459.643,14.177,13.448,16.219
4460.669,16.586,13.409,16.425
4461.695,10.619,13.324,16.302
4462.724,12.220,13.393,16.020
4463.750,14.277,13.515,16.516
4464.780,14.329,13.502,17.240
4465.807,14.984,13.348,17.509
4466.837,13.442,13.191,17.543
4467.864,11.340,13.150,17.816
4468.892,11.313,13.483,17.703
4469.923,13.687,13.819,16.565
4470.951,12.455,13.869,16.587
4471.982,15.209,13.845,17.545
4473.011,14.260,13.786,17.927
4474.042,12.465,13.414,18.117
4475.072,12.738,13.196,18.416
4476.101,12.977,13.378,18.451
4477.133,13.069,13.715,18.262
4478.163,13.521,13.823,18.187
4479.196,14.691,13.990,17.957
4480.227,15.184,13.951,17.273
4481.259,14.321,13.862,16.394
4482.291,13.508,14.044,15.632
4483.321,12.184,14.275,16.216
4484.355,12.304,13.963,18.089
4485.387,14.164,13.654,18.819
4486.421,14.628,13.595,18.464
4487.454,14.412,13.259,18.362
4488.488,12.992,12.940,17.987
4489.521,13.771,13.063,17.190
4490.554,13.102,13.329,16.955
4491.589,11.659,13.014,17.222
4492.623,12.781,12.832,17.803
4493.658,13.687,13.012,18.314
4494.692,13.662,13.258,18.243
4495.729,13.768,13.361,17.735
4496.763,13.361,13.419,17.573
4497.800,15.189,13.387,17.945
4498.834,11.783,13.485,18.217
4499.870,12.684,13.239,18.347
4500.907,12.407,13.189,18.077
4501.942,11.654,13.601,18.156
4502.980,13.491,13.905,18.200
4504.017,13.780,14.435,18.551
4505.055,14.726,14.484,19.056
4506.091,13.244,14.151,19.393
4507.128,12.672,13.975,19.327
4508.167,12.695,14.034,19.171
4509.205,12.026,13.962,19.203
4510.245,12.601,14.231,19.154
4511.282,13.794,14.090,18.871
4512.322,15.056,13.813,18.517
4513.360,13.606,13.450,18.250
4514.398,12.282,13.134,18.054
4515.439,13.497,13.319,17.680
4516.479,11.212,13.892,18.300
4517.520,12.695,13.995,18.054
4518.559,14.321,14.141,17.603
4519.601,13.231,14.169,17.801
4520.641,12.765,13.868,18.252
4521.681,12.898,13.626,18.723
4522.724,13.078,13.623,18.614
4523.764,13.552,13.646,17.947
4524.807,13.815,13.826,17.759
4525.848,14.000,13.878,17.709
4526.892,13.688,13.643,17.263
4527.933,11.962,13.436,17.288
4528.975,13.878,13.445,16.599
4530.019,14.799,13.974,16.101
4531.061,12.977,14.230,16.838
4532.106,14.517,14.087,18.165
4533.149,14.178,13.887,18.257
4534.194,12.350,13.886,17.642
4535.237,12.915,14.098,17.166
4536.280,15.331,14.453,17.082
4537.327,16.445,14.472,17.936
4538.370,13.473,14.412,18.887
4539.417,12.963,14.462,19.419
4540.461,14.774,14.336,19.093
4541.508,10.589,14.327,18.445
4542.553,12.509,14.258,18.038
4543.598,13.741,14.277,18.793
4544.646,12.321,14.282,19.263
4545.691,14.679,14.220,18.214
4546.739,15.617,14.201,18.034
4547.785,14.419,13.949,18.327
4548.834,12.346,13.795,17.938
4549.880,13.265,13.920,17.582
4550.927,14.286,13.966,17.042
4551.977,15.270,13.873,17.543
4553.024,13.377,14.080,18.478
4554.074,13.834,14.224,18.288
4555.122,15.013,14.103,17.506
4556.172,13.054,13.741,17.341
4557.220,14.224,13.555,17.664
4558.269,11.880,13.596,18.172
4559.319,13.542,13.342,18.287
4560.368,12.193,12.917,18.368
4561.420,12.417,12.982,18.489
4562.469,13.082,13.193,18.032
4563.521,13.796,13.132,18.200
4564.571,14.204,13.064,17.511
4565.621,11.850,13.422,16.648
4566.674,12.564,13.005,17.035
4567.725,13.289,13.089,17.727
4568.778,12.935,13.240,17.972
4569.829,14.938,13.497,18.650
4570.883,16.735,13.927,18.666
4571.934,15.603,14.074,17.741
4572.989,14.342,13.957,16.848
4574.041,13.331,13.854,17.597
4575.093,13.842,14.009,18.147
4576.148,13.936,14.126,18.788
4577.201,13.273,14.006,18.528
4578.256,13.177,13.886,18.471
4579.309,12.714,13.795,18.427
4580.365,14.225,13.788,17.508
4581.419,14.173,13.595,17.042
4582.473,11.936,13.289,17.276
4583.530,13.325,13.197,17.561
4584.584,13.870,13.423,17.668
4585.641,12.843,13.386,17.345
4586.696,12.898,13.437,16.952
4587.754,13.235,13.360,17.093
4588.809,12.570,13.455,17.869
4589.865,12.771,13.744,18.595
4590.923,14.572,13.774,18.132
4591.979,11.383,14.166,17.298
4593.039,12.800,14.046,17.090
4594.095,11.318,14.187,17.430
