Wavelength,Flux,BestFit,SkyFlux
3935.501,28.917,25.312,3.972
3936.406,20.791,25.068,3.495
3937.314,24.290,24.838,3.415
3938.220,23.311,24.550,4.119
3939.128,20.105,24.276,4.983
3940.034,22.937,24.162,5.700
3940.941,23.850,24.309,6.225
3941.849,22.653,24.685,6.338
3942.756,29.788,25.376,6.187
3943.665,38.011,25.901,5.976
3944.573,32.443,26.225,6.064
3945.482,32.389,26.359,6.681
3946.390,30.061,26.237,6.854
3947.298,35.817,26.245,6.768
3948.208,33.030,26.642,6.652
3949.116,26.483,26.220,6.700
3950.027,26.268,25.594,6.595
3950.936,30.637,25.443,5.991
3951.847,32.521,25.299,5.120
3952.756,29.282,24.642,4.606
3953.665,25.131,24.409,4.908
3954.577,26.214,24.986,5.601
3955.487,28.507,25.447,6.074
3956.399,26.845,25.456,5.985
3957.309,24.935,25.618,5.756
3958.221,24.328,25.539,5.705
3959.132,22.373,24.834,5.914
3960.045,19.322,24.691,6.126
3960.956,18.941,24.807,6.102
3961.867,21.067,24.722,5.601
3962.781,25.279,24.711,4.867
3963.692,24.871,24.783,4.122
3964.606,31.728,24.351,3.816
3965.519,27.379,24.171,3.808
3966.433,25.959,23.905,3.872
3967.345,23.711,23.494,3.854
3968.258,19.775,23.506,3.724
3969.173,20.621,23.342,3.626
3970.086,18.885,22.956,3.688
3971.002,17.410,23.613,3.899
3971.915,24.831,24.815,4.105
3972.831,25.942,25.648,4.497
3973.745,29.742,26.107,4.884
3974.659,32.529,26.814,5.196
3975.576,33.282,26.958,5.453
3976.490,33.471,27.059,5.733
3977.407,30.359,27.265,5.967
3978.323,26.827,27.477,6.042
3979.240,29.361,27.685,6.040
3980.155,28.185,27.830,6.188
3981.071,35.584,27.517,6.707
3981.989,29.259,27.460,6.990
3982.905,30.887,27.610,6.711
3983.823,28.366,27.722,6.355
3984.740,26.967,27.770,6.283
3985.659,25.095,27.520,6.380
3986.576,22.965,26.967,6.371
3987.493,25.144,27.117,6.126
3988.412,26.718,27.737,6.036
3989.330,34.365,28.453,6.375
3990.250,31.632,29.259,6.603
3991.168,32.306,29.580,6.503
3992.088,37.307,29.538,6.295
3993.006,30.920,30.060,6.260
3993.925,27.405,30.583,6.419
3994.846,31.361,30.544,6.647
3995.765,33.948,30.226,6.631
3996.686,33.991,29.809,6.276
3997.606,35.777,29.611,5.899
3998.528,32.851,29.602,6.029
3999.448,27.077,28.947,6.601
4000.367,27.650,28.000,7.024
4001.290,29.861,27.992,6.823
4002.210,24.195,27.730,6.645
4003.133,24.561,27.012,6.541
4004.054,26.058,27.070,6.305
4004.978,24.983,26.893,5.874
4005.899,26.882,26.326,5.746
4006.821,26.158,26.418,6.218
4007.745,23.408,25.335,6.617
4008.667,23.110,24.383,6.934
4009.591,16.678,23.530,7.788
4010.513,15.164,22.456,8.351
4011.438,19.074,21.101,7.917
4012.361,16.155,19.681,7.334
4013.284,11.389,18.427,7.396
4014.209,12.302,17.375,7.887
4015.133,11.876,16.993,8.012
4016.059,7.610,16.871,7.669
4016.983,8.450,17.000,7.048
4017.909,10.452,17.924,6.665
4018.833,13.375,18.943,7.201
4019.758,16.151,19.826,7.672
4020.685,20.719,21.300,7.712
4021.610,24.130,22.517,8.057
4022.537,25.875,23.152,8.649
4023.462,26.661,23.992,8.701
4024.390,24.765,24.514,8.121
4025.316,22.866,24.747,7.647
4026.242,27.089,25.130,7.602
4027.170,24.284,25.588,7.608
4028.097,26.831,26.268,6.904
4029.026,30.469,27.295,6.806
4029.953,28.063,27.407,7.134
4030.882,27.724,27.597,7.195
4031.809,29.130,28.281,6.742
4032.739,31.492,28.962,6.417
4033.667,34.181,29.210,6.526
4034.595,30.616,29.191,6.522
4035.525,30.534,29.249,6.407
4036.453,31.703,29.149,6.771
4037.384,27.608,28.790,7.353
4038.313,28.449,28.680,7.777
4039.244,32.704,28.609,7.610
4040.174,30.522,27.895,7.477
4041.103,29.752,27.609,8.090
4042.035,30.692,26.916,8.851
4042.965,26.615,26.147,9.097
4043.897,25.381,24.889,9.349
4044.827,25.870,23.429,10.200
4045.760,18.236,22.719,12.067
4046.691,16.097,21.662,16.367
4047.622,15.521,20.337,21.715
4048.555,15.092,19.223,21.660
4049.486,14.784,17.995,17.013
4050.420,12.482,16.855,12.403
4051.352,11.614,16.676,9.923
4052.286,11.453,16.994,8.688
4053.219,10.110,17.340,7.825
4054.151,15.926,18.400,7.389
4055.086,14.919,19.935,7.576
4056.019,13.326,21.337,7.735
4056.954,19.587,22.504,7.884
4057.887,20.651,23.998,7.602
4058.823,25.946,25.500,7.017
4059.757,28.614,26.593,6.895
4060.691,27.764,27.499,7.394
4061.627,27.716,28.486,7.967
4062.561,28.304,29.433,8.163
4063.498,32.965,30.068,7.953
4064.433,36.718,30.436,7.645
4065.370,32.553,30.294,8.042
4066.305,35.187,30.385,8.425
4067.241,33.201,30.852,8.161
4068.179,38.117,31.057,7.946
4069.115,36.378,31.682,8.114
4070.053,33.162,31.659,8.234
4070.989,35.712,31.859,7.977
4071.928,34.326,32.280,7.314
4072.865,32.212,32.520,6.715
4073.802,37.332,32.615,6.833
4074.741,37.713,32.888,7.515
4075.679,33.800,32.758,7.858
4076.618,38.597,33.017,8.243
4077.556,37.048,33.087,9.223
4078.497,32.776,32.798,9.941
4079.435,34.073,32.948,9.906
4080.373,32.104,32.922,9.372
4081.314,29.889,32.809,8.918
4082.253,39.072,33.027,8.683
4083.194,37.252,33.674,8.503
4084.134,36.864,34.253,8.276
4085.076,40.938,34.209,7.865
4086.015,40.575,34.168,7.682
4086.955,36.868,34.075,8.025
4087.898,31.300,33.525,8.294
4088.838,33.696,32.892,8.047
4089.781,35.528,32.695,7.287
4090.722,31.529,32.937,6.910
4091.665,33.948,33.140,7.052
4092.606,39.299,33.710,6.981
4093.548,38.632,33.988,6.583
4094.492,39.444,34.333,6.524
4095.434,39.188,34.937,6.630
4096.378,36.878,35.104,6.552
4097.321,37.491,34.655,6.472
4098.266,38.188,35.215,6.537
4099.208,37.727,35.492,6.638
4100.151,37.953,35.292,6.473
4101.097,37.314,35.065,6.134
4102.040,34.867,35.002,5.884
4102.986,37.548,35.224,5.834
4103.930,39.810,35.351,5.797
4104.876,43.672,35.319,5.818
4105.821,39.115,34.994,6.081
4106.768,38.536,34.658,6.165
4107.712,38.269,34.761,6.257
4108.657,38.222,34.639,6.624
4109.604,40.796,34.781,6.936
4110.550,41.625,35.018,6.880
4111.498,38.429,35.077,6.520
4112.444,38.695,34.787,6.347
4113.392,37.035,34.145,6.671
4114.338,33.430,33.397,6.772
4115.285,31.433,32.669,6.632
4116.234,30.003,31.964,6.918
4117.181,30.084,31.654,7.019
4118.130,32.676,31.908,6.538
4119.078,36.207,32.525,6.076
4120.027,36.244,33.563,6.144
4120.975,33.077,34.401,6.457
4121.923,34.731,34.811,6.489
4122.874,39.495,35.106,6.538
4123.822,35.363,35.356,7.041
4124.773,36.264,35.203,7.081
4125.722,36.133,34.738,6.722
4126.673,42.197,34.404,6.739
4127.623,36.552,33.609,7.120
4128.572,31.605,32.300,7.398
4129.524,32.501,31.203,7.188
4130.475,30.095,31.152,6.576
4131.427,28.784,31.756,6.128
4132.377,34.581,32.594,6.583
4133.330,31.337,33.358,7.202
4134.281,33.617,34.176,7.168
4135.232,38.050,34.901,7.153
4136.186,39.583,34.943,7.378
4137.137,37.390,34.330,7.169
4138.091,35.329,33.870,6.979
4139.043,36.742,33.632,7.324
4139.998,35.555,33.098,7.851
4140.950,33.560,32.451,7.591
4141.903,34.843,32.504,6.598
4142.858,31.255,32.631,6.071
4143.811,39.333,32.624,6.074
4144.767,34.952,32.770,5.962
4145.720,38.146,32.648,6.239
4146.676,35.995,32.119,6.578
4147.630,34.735,31.697,6.499
4148.584,30.903,31.302,6.272
4149.541,29.155,31.010,6.344
4150.495,32.181,31.566,6.463
4151.453,34.813,32.321,6.150
4152.407,35.525,32.587,5.897
4153.365,35.320,32.711,6.318
4154.320,33.249,33.175,6.788
4155.276,35.527,32.900,7.344
4156.234,35.722,32.491,7.617
4157.190,31.924,32.384,7.580
4158.149,28.062,32.481,7.595
4159.105,32.661,32.418,7.527
4160.065,36.225,32.008,7.408
4161.022,35.997,31.531,7.374
4161.979,35.010,31.388,7.341
4162.939,29.202,31.479,7.431
4163.896,34.516,31.895,7.691
4164.856,38.171,32.853,8.649
4165.815,32.838,33.425,9.379
4166.775,32.747,33.874,9.292
4167.734,34.024,33.971,9.191
4168.693,37.221,33.908,8.785
4169.654,34.531,33.955,8.414
4170.613,35.325,34.176,8.154
4171.575,39.357,34.672,7.579
4172.535,38.053,34.956,7.073
4173.497,40.542,35.253,7.001
4174.457,42.887,35.739,7.069
4175.417,39.966,35.877,6.860
4176.380,35.958,35.093,6.766
4177.341,36.266,34.738,6.875
4178.304,36.597,34.263,7.141
4179.265,35.444,33.618,7.225
4180.229,36.209,33.042,7.131
4181.191,34.852,32.402,6.933
4182.155,31.163,31.291,6.630
4183.117,30.396,30.184,6.286
4184.080,30.447,29.644,6.167
4185.044,31.709,29.149,6.337
4186.007,29.993,28.532,6.475
4186.972,25.880,28.079,6.452
4187.936,27.773,28.136,6.373
4188.901,27.695,28.623,6.270
4189.865,33.119,29.383,6.164
4190.829,31.325,30.066,6.290
4191.795,30.670,30.822,6.604
4192.759,34.169,31.715,6.619
4193.726,32.636,32.266,6.439
4194.691,34.000,32.005,6.523
4195.658,34.137,32.085,6.596
4196.624,34.338,32.494,6.357
4197.589,39.380,32.680,6.106
4198.557,33.056,32.750,5.711
4199.523,33.263,33.331,5.492
4200.491,35.242,33.729,5.697
4201.458,36.441,34.015,5.977
4202.426,36.881,34.133,5.969
4203.393,37.379,33.897,5.801
4204.360,38.242,33.401,5.825
4205.330,37.403,33.140,6.079
4206.297,36.092,33.362,6.023
4207.267,35.908,33.185,6.313
4208.235,36.159,33.090,7.029
4209.205,38.206,33.348,7.374
4210.174,35.979,33.676,7.218
4211.142,33.196,33.677,6.979
4212.113,35.438,33.646,6.812
4213.082,38.066,33.547,6.632
4214.054,35.976,33.315,6.380
4215.023,33.692,32.913,6.149
4215.995,35.166,32.447,5.975
4216.965,35.425,32.053,6.015
4217.935,37.642,31.541,6.117
4218.908,31.054,31.478,6.160
4219.878,28.696,31.803,6.244
4220.852,32.791,32.261,6.350
4221.822,33.921,32.699,6.331
4222.796,38.612,33.219,6.085
4223.768,37.889,34.055,5.754
4224.739,36.661,34.061,5.530
4225.713,40.108,34.057,5.384
4226.686,36.689,33.881,5.169
4227.660,33.203,33.179,4.961
4228.633,36.089,32.363,4.993
4229.608,29.183,31.866,5.366
4230.581,31.435,31.443,5.616
4231.554,34.182,31.610,5.602
4232.530,33.422,32.151,5.731
4233.503,35.176,32.560,6.095
4234.480,33.688,32.677,6.375
4235.454,33.895,32.660,6.354
4236.431,35.862,32.400,6.129
4237.405,32.986,31.969,6.069
4238.380,33.503,31.709,6.045
4239.357,34.413,31.750,5.733
4240.333,32.876,31.776,5.665
4241.311,32.807,31.559,5.714
4242.286,34.125,31.776,5.638
4243.264,33.130,32.036,5.447
4244.241,33.079,32.325,5.419
4245.217,35.562,32.775,5.844
4246.196,35.037,33.243,6.704
4247.173,35.414,33.560,7.554
4248.152,37.921,33.929,7.719
4249.129,35.390,34.129,7.110
4250.109,35.622,34.119,6.289
4251.087,39.818,33.964,5.859
4252.065,40.740,33.679,5.911
4253.045,34.275,33.339,6.453
4254.024,33.496,33.182,6.699
4255.005,35.671,32.780,6.457
4255.983,36.558,32.577,6.464
4256.965,35.416,32.603,6.652
4257.944,35.178,32.036,6.749
4258.926,33.676,31.318,6.726
4259.906,29.906,31.148,6.384
4260.886,30.370,30.833,5.888
4261.869,32.862,30.763,5.755
4262.849,35.650,31.080,5.837
4263.832,30.873,31.071,5.849
4264.813,35.863,31.314,6.331
4265.796,38.495,31.887,6.723
4266.778,35.430,31.831,6.512
4267.759,34.846,31.842,6.305
4268.743,35.826,32.136,6.415
4269.726,35.238,31.816,6.596
4270.710,34.145,32.204,6.304
4271.692,34.839,32.593,5.747
4272.677,36.022,32.463,5.568
4273.661,32.029,32.278,5.764
4274.644,31.077,32.470,6.038
4275.629,30.929,32.658,5.793
4276.613,30.087,32.269,6.016
4277.599,33.607,32.782,6.532
4278.583,35.010,33.119,6.721
4279.570,37.525,33.240,6.624
4280.554,38.389,33.416,6.406
4281.539,36.469,33.318,6.202
4282.526,33.869,33.046,6.291
4283.512,32.178,32.245,6.513
4284.499,34.484,31.660,6.532
4285.485,29.629,31.255,6.421
4286.473,34.348,30.846,6.157
4287.459,31.152,30.759,5.930
4288.445,29.666,31.106,5.513
4289.435,32.452,31.162,5.160
4290.421,34.818,31.495,5.008
4291.411,35.237,32.070,5.176
4292.398,34.673,32.559,5.693
4293.388,34.819,33.019,6.142
4294.375,38.828,33.762,6.143
4295.363,41.681,34.174,5.884
4296.354,33.028,34.234,5.709
4297.342,32.311,34.100,5.587
4298.333,38.145,33.991,5.427
4299.322,34.070,34.046,5.668
4300.313,32.104,33.939,5.749
4301.303,37.625,33.444,5.222
4302.292,35.014,33.092,4.705
4303.284,35.498,33.173,4.682
4304.274,35.868,33.420,4.798
4305.267,33.423,33.518,4.820
4306.257,35.275,34.183,4.980
4307.250,36.831,34.716,5.203
4308.241,37.315,34.935,5.289
4309.232,35.133,34.610,5.303
4310.226,33.793,33.764,5.392
4311.217,35.134,32.745,5.222
4312.211,32.961,31.420,5.029
4313.204,28.380,30.023,5.632
4314.198,26.734,29.032,6.586
4315.190,26.385,28.696,7.298
4316.184,26.583,29.152,7.635
4317.179,29.156,30.451,7.658
4318.172,32.938,32.132,7.614
4319.167,34.190,33.125,7.500
4320.161,34.101,33.368,7.487
4321.157,36.785,33.336,7.500
4322.151,32.295,33.338,7.583
4323.146,32.597,33.293,6.813
4324.143,34.926,33.164,5.663
4325.138,33.771,33.015,5.266
4326.135,32.234,32.875,5.526
4327.130,31.355,32.992,5.966
4328.128,33.139,33.469,6.314
4329.124,33.346,34.039,6.453
4330.120,32.555,34.434,6.450
4331.118,34.711,34.608,6.467
4332.114,33.616,35.096,6.411
4333.113,37.365,35.483,6.063
4334.110,38.206,35.355,6.037
4335.110,33.881,34.926,6.586
4336.107,35.745,34.105,6.505
4337.107,32.364,33.624,6.090
4338.104,32.877,33.166,6.044
4339.103,31.879,32.859,6.092
4340.103,33.171,32.733,6.091
4341.102,35.549,32.451,6.052
4342.103,34.628,32.515,5.896
4343.102,33.853,32.811,5.769
4344.103,32.943,33.085,5.969
4345.103,32.821,33.302,6.316
4346.102,32.606,33.391,6.704
4347.104,33.783,33.189,7.481
4348.104,33.399,32.944,8.222
4349.107,30.514,32.819,8.507
4350.107,29.652,33.024,8.217
4351.110,32.168,33.579,7.498
4352.111,34.343,34.325,6.693
4353.113,34.673,35.026,6.167
4354.117,35.896,35.518,6.264
4355.118,37.504,35.713,6.682
4356.123,35.943,35.121,7.304
4357.125,34.029,34.077,10.762
4358.129,33.647,33.051,21.167
4359.132,32.586,32.020,33.868
4360.135,30.126,30.980,37.013
4361.140,26.694,30.239,28.219
4362.144,31.319,30.056,17.489
4363.149,31.348,30.353,11.900
4364.153,31.559,30.938,9.081
4365.159,31.488,31.765,7.891
4366.164,33.236,32.878,7.687
4367.168,34.491,33.421,7.721
4368.175,32.789,33.780,7.714
4369.180,35.122,33.770,7.634
4370.188,32.250,33.381,7.841
4371.193,33.178,33.295,7.538
4372.201,34.946,33.395,6.877
4373.207,31.938,32.932,7.064
4374.213,31.890,32.710,7.088
4375.221,32.825,32.447,6.838
4376.228,30.867,31.782,7.167
4377.237,31.273,31.256,7.412
4378.244,30.797,31.014,7.199
4379.253,27.626,30.514,6.855
4380.261,27.213,30.451,6.723
4381.269,30.297,30.814,6.801
4382.279,31.307,31.186,6.787
4383.287,30.417,31.414,6.357
4384.298,31.081,31.482,5.632
4385.307,32.636,31.054,5.483
4386.318,29.059,30.260,5.935
4387.327,28.976,29.272,6.074
4388.336,27.740,28.339,6.030
4389.348,23.238,27.579,6.129
4390.358,22.289,26.455,6.385
4391.370,24.112,26.590,6.442
4392.380,26.198,26.672,6.206
4393.394,26.266,26.406,6.051
4394.404,24.888,26.338,6.420
4395.415,26.857,26.514,6.643
4396.429,23.971,26.168,6.221
4397.440,23.262,26.096,6.216
4398.454,19.551,25.994,6.510
4399.466,25.399,26.145,6.632
4400.480,23.299,26.905,6.650
4401.493,27.983,28.100,6.595
4402.505,28.195,29.626,6.774
4403.521,28.444,30.865,7.051
4404.534,33.030,32.338,7.145
4405.549,34.529,33.961,7.156
4406.562,35.115,35.500,7.217
4407.579,40.446,36.823,7.118
4408.593,41.067,36.917,7.140
4409.607,37.684,36.863,7.549
4410.624,35.930,36.292,7.736
4411.639,37.863,35.244,7.425
4412.656,48.582,34.029,7.969
4413.671,32.992,32.688,8.280
4414.688,26.990,31.292,7.936
4415.704,25.998,30.895,7.744
4416.723,28.364,31.262,7.397
4417.739,31.144,32.254,7.066
4418.755,35.278,33.621,7.174
4419.774,37.748,34.688,7.386
4420.791,34.510,35.211,7.764
4421.810,35.387,35.786,8.171
4422.827,36.252,35.792,8.107
4423.847,37.945,35.834,7.506
4424.865,38.130,36.021,7.274
4425.883,38.852,35.081,7.363
4426.903,35.074,33.557,7.493
4427.922,29.587,32.709,7.490
4428.943,28.797,31.328,7.220
4429.962,26.857,30.037,6.795
4430.983,27.542,29.886,6.618
4432.002,29.328,30.501,6.901
4433.022,29.582,31.224,7.020
4434.044,30.609,32.098,6.681
4435.064,31.614,32.776,6.428
4436.087,32.474,33.520,6.201
4437.108,33.217,34.454,6.041
4438.131,37.121,35.044,6.396
4439.152,35.901,35.146,7.083
4440.173,36.711,35.059,7.433
4441.197,35.604,34.746,6.924
4442.219,35.838,34.096,6.283
4443.243,29.165,33.429,6.237
4444.265,31.771,33.452,6.387
4445.290,36.464,34.054,6.639
4446.312,33.909,34.616,7.083
4447.335,35.040,35.228,7.230
4448.361,37.592,35.753,7.030
4449.384,32.785,35.915,7.068
4450.411,36.355,35.865,6.903
4451.434,35.332,36.459,6.731
4452.461,38.443,36.882,6.836
4453.485,39.548,37.190,7.016
4454.510,40.255,37.526,6.248
4455.537,38.430,37.827,5.579
4456.562,38.502,37.838,5.645
4457.589,36.070,37.322,6.160
4458.615,34.730,36.842,6.334
4459.643,36.084,36.340,6.135
4460.669,36.278,35.906,6.008
4461.695,34.145,35.647,5.883
4462.724,34.347,35.445,5.745
4463.750,36.400,35.217,5.967
4464.780,32.909,34.709,6.532
4465.807,33.948,34.272,6.456
4466.837,33.690,34.296,6.152
4467.864,31.916,34.766,6.528
4468.892,34.743,35.126,6.760
4469.923,39.803,34.822,6.451
4470.951,36.448,34.669,5.948
4471.982,35.349,34.125,6.025
4473.011,30.510,32.828,6.353
4474.042,29.633,31.310,6.478
4475.072,28.914,30.505,6.436
4476.101,24.536,30.056,6.517
4477.133,27.556,30.695,6.764
4478.163,29.628,31.593,6.852
4479.196,33.903,32.449,6.440
4480.227,33.152,33.104,6.161
4481.259,33.513,33.261,6.200
4482.291,31.682,33.822,6.217
4483.321,35.248,34.232,6.517
4484.355,34.552,34.417,6.854
4485.387,33.722,34.643,7.249
4486.421,33.244,35.043,7.333
4487.454,32.894,35.481,7.153
4488.488,34.685,35.968,7.007
4489.521,36.774,36.122,6.728
4490.554,36.198,36.173,6.424
4491.589,34.994,35.830,6.400
4492.623,35.912,35.106,6.535
4493.658,36.139,34.712,6.625
4494.692,33.022,34.368,6.853
4495.729,33.764,33.653,6.882
4496.763,31.800,32.943,6.728
4497.800,30.848,32.834,6.835
4498.834,29.445,33.382,7.046
4499.870,29.707,33.987,7.181
4500.907,32.784,34.569,6.833
4501.942,35.116,35.521,6.811
4502.980,35.934,36.409,7.048
4504.017,38.269,36.821,7.043
4505.055,38.497,36.724,7.104
4506.091,35.626,36.406,7.406
4507.128,34.298,36.039,7.427
4508.167,31.525,35.806,7.331
4509.205,31.377,36.039,7.295
4510.245,37.824,36.650,7.122
4511.282,38.979,37.245,6.704
4512.322,40.083,37.509,6.678
4513.360,33.692,37.569,6.670
4514.398,37.334,37.170,6.668
4515.439,36.630,36.736,6.822
4516.479,35.630,36.658,6.615
4517.520,35.974,36.921,6.474
4518.559,36.013,37.080,6.686
4519.601,37.860,36.798,6.640
4520.641,37.508,36.748,6.465
4521.681,34.161,36.897,6.676
4522.724,36.658,36.902,6.810
4523.764,38.610,36.638,6.875
4524.807,36.585,36.335,7.048
4525.848,34.889,36.033,6.908
4526.892,36.583,35.550,6.679
4527.933,34.238,35.550,6.945
4528.975,36.643,36.037,6.963
4530.019,36.926,36.729,6.581
4531.061,39.137,37.511,6.664
4532.106,36.875,37.830,7.101
4533.149,37.016,37.818,7.188
4534.194,36.446,37.308,6.829
4535.237,36.166,36.959,6.548
4536.280,38.328,37.246,6.742
4537.327,37.064,37.731,7.152
4538.370,34.908,38.338,7.503
4539.417,38.810,38.374,7.521
4540.461,41.573,38.813,7.294
4541.508,40.829,39.230,7.325
4542.553,38.326,38.925,7.351
4543.598,40.124,38.411,7.542
4544.646,36.100,38.193,7.818
4545.691,37.644,37.442,7.798
4546.739,37.591,36.402,7.478
4547.785,34.264,35.693,7.376
4548.834,32.323,35.378,7.323
4549.880,32.822,34.976,7.295
4550.927,34.355,34.914,7.329
4551.977,35.394,34.503,7.279
4553.024,33.752,34.404,7.070
4554.074,33.097,34.543,7.014
4555.122,37.341,34.813,7.181
4556.172,36.349,35.601,6.722
4557.220,35.705,36.044,6.373
4558.269,38.761,36.505,6.886
4559.319,40.589,36.779,7.171
4560.368,37.557,36.821,7.234
4561.420,37.222,36.766,7.245
4562.469,34.911,36.805,6.826
4563.521,35.406,37.358,6.570
4564.571,36.722,38.002,6.412
4565.621,39.954,38.656,6.489
4566.674,39.456,39.174,6.533
4567.725,40.554,39.555,6.455
4568.778,43.276,40.032,6.348
4569.829,41.206,40.356,6.544
4570.883,41.969,40.042,6.863
4571.934,40.893,39.545,6.714
4572.989,38.069,39.016,6.306
4574.041,37.031,38.345,6.587
4575.093,36.183,37.745,7.000
4576.148,37.202,38.057,6.847
4577.201,36.041,38.696,6.664
4578.256,37.841,39.433,7.051
4579.309,40.327,39.956,6.817
4580.365,41.205,39.989,6.452
4581.419,39.846,39.558,6.584
4582.473,37.116,38.944,6.842
4583.530,38.444,38.736,6.840
4584.584,39.970,38.441,6.604
4585.641,37.701,38.315,6.452
4586.696,37.266,38.489,6.477
4587.754,37.796,38.264,6.461
4588.809,37.238,37.904,6.549
4589.865,37.889,37.933,6.902
