Wavelength,Flux,BestFit,SkyFlux
4234.480,11.916,14.643,8.265
4235.454,16.198,14.506,8.232
4236.431,16.153,14.384,7.962
4237.405,14.412,14.049,7.816
4238.380,13.894,13.684,8.039
4239.357,12.880,13.445,8.278
4240.333,12.012,13.296,7.966
4241.311,14.062,13.299,7.650
4242.286,14.369,13.569,7.820
4243.264,11.529,13.874,8.040
4244.241,13.306,14.263,7.763
4245.217,16.964,14.565,7.541
4246.196,16.461,14.583,8.595
4247.173,15.307,14.775,10.357
4248.152,15.753,14.746,11.019
4249.129,15.185,14.513,9.583
4250.109,14.269,14.308,7.991
4251.087,14.886,14.152,7.940
4252.065,14.390,13.812,8.478
4253.045,12.515,13.197,8.657
4254.024,12.567,12.907,8.356
4255.005,13.039,13.065,8.051
4255.983,12.403,13.553,7.927
4256.965,14.176,14.004,8.119
4257.944,17.026,14.179,8.691
4258.926,15.553,14.494,8.965
4259.906,13.249,14.500,8.383
4260.886,14.921,14.281,7.599
4261.869,15.150,14.103,7.435
4262.849,13.679,14.051,7.877
4263.832,13.370,13.961,8.108
4264.813,13.166,13.692,8.426
4265.796,12.520,13.633,8.998
4266.778,13.325,13.662,9.131
4267.759,15.025,13.612,8.887
4268.743,15.931,13.602,8.602
4269.726,15.239,13.788,8.215
4270.710,13.131,13.767,7.762
4271.692,13.301,13.349,7.359
4272.677,14.772,13.144,7.553
4273.661,13.895,13.014,7.819
4274.644,12.551,13.005,7.771
4275.629,12.022,13.406,7.701
4276.613,15.941,13.794,7.968
4277.599,16.183,14.061,8.490
4278.583,15.021,14.201,8.543
4279.570,16.250,14.031,8.328
4280.554,14.760,13.681,8.230
4281.539,13.347,13.488,8.391
4282.526,14.449,13.347,8.521
4283.512,13.361,13.448,8.233
4284.499,11.450,13.420,8.035
4285.485,14.831,13.273,8.053
4286.473,11.933,13.138,8.038
4287.459,12.261,13.056,7.997
4288.445,14.563,13.061,7.961
4289.435,15.906,13.336,7.722
4290.421,16.224,13.690,7.332
4291.411,15.961,13.977,7.386
4292.398,16.043,14.052,8.027
4293.388,15.929,13.878,8.642
4294.375,14.908,13.782,8.530
4295.363,13.549,13.803,8.114
4296.354,13.378,13.960,7.956
4297.342,13.888,14.067,7.955
4298.333,14.767,14.122,7.797
4299.322,14.896,14.296,7.362
4300.313,14.971,14.461,7.197
4301.303,15.926,14.291,7.190
4302.292,16.749,13.990,6.856
4303.284,15.833,13.812,6.435
4304.274,15.007,13.674,6.246
4305.267,15.526,13.348,6.604
4306.257,13.749,13.004,7.109
4307.250,10.996,12.533,7.416
4308.241,10.236,12.035,7.374
4309.232,11.870,11.738,7.131
4310.226,12.146,11.710,7.402
4311.217,10.202,12.045,7.856
4312.211,10.697,13.103,7.862
4313.204,12.594,13.681,8.054
4314.198,12.573,13.149,8.952
4315.190,11.609,12.239,9.811
4316.184,11.335,11.776,10.154
4317.179,11.973,11.958,10.432
4318.172,13.123,12.393,10.393
4319.167,11.202,12.665,9.762
4320.161,11.265,12.670,9.738
4321.157,10.987,12.781,10.313
4322.151,9.408,13.000,10.128
4323.146,9.274,13.037,9.059
4324.143,11.734,13.234,7.919
4325.138,13.980,13.541,7.434
4326.135,14.827,13.728,7.776
4327.130,14.504,13.829,8.143
4328.128,13.487,13.939,8.325
4329.124,12.682,14.006,8.023
4330.120,12.372,13.818,8.171
4331.118,13.502,13.538,8.341
4332.114,15.888,13.642,8.024
4333.113,16.636,13.679,8.118
4334.110,15.303,13.544,8.617
4335.110,14.312,13.696,8.630
4336.107,14.224,13.984,8.362
4337.107,15.161,14.014,8.174
4338.104,16.191,13.974,7.621
4339.103,15.050,13.910,7.169
4340.103,12.559,13.825,7.744
4341.102,11.929,13.739,8.468
4342.103,13.001,13.548,8.883
4343.102,13.742,13.257,8.621
4344.103,13.889,13.123,8.372
4345.103,13.370,13.159,8.499
4346.102,12.225,13.254,8.715
4347.104,12.184,13.372,9.353
4348.104,13.960,13.608,10.233
4349.107,15.395,13.703,10.861
4350.107,15.564,14.015,10.626
4351.110,14.489,14.315,9.622
4352.111,12.189,14.371,8.666
4353.113,11.004,14.239,8.344
4354.117,14.028,13.970,8.647
4355.118,13.888,13.768,9.062
4356.123,13.935,13.265,9.684
4357.125,14.326,12.896,14.251
4358.129,14.897,13.018,29.277
4359.132,15.052,13.384,47.736
4360.135,14.317,13.538,50.012
4361.140,13.546,13.661,34.843
4362.144,13.850,13.721,18.715
4363.149,14.597,13.833,12.763
4364.153,14.257,13.774,10.944
4365.159,13.116,13.394,10.889
4366.164,12.756,13.563,11.118
4367.168,13.245,13.459,10.629
4368.175,13.436,13.388,10.152
4369.180,13.077,13.380,9.908
4370.188,12.897,13.406,9.804
4371.193,13.224,13.549,9.513
4372.201,13.817,13.736,9.030
4373.207,14.429,13.930,8.828
4374.213,14.939,14.055,8.823
4375.221,15.111,14.173,8.994
4376.228,14.938,14.256,9.591
4377.237,14.656,14.237,10.115
4378.244,14.575,14.288,10.110
4379.253,14.580,14.099,9.464
4380.261,14.392,14.035,8.851
4381.269,14.023,14.024,8.976
4382.279,13.584,13.896,9.201
4383.287,13.100,13.753,8.257
4384.298,12.970,13.829,7.101
4385.307,13.391,13.605,7.251
4386.318,13.617,13.349,7.731
4387.327,12.952,13.078,7.965
4388.336,12.172,12.854,8.214
4389.348,12.674,12.889,8.243
4390.358,13.906,13.104,7.799
4391.370,13.951,13.004,7.701
4392.380,12.801,13.057,8.332
4393.394,12.301,13.237,8.575
4394.404,13.022,13.357,8.487
4395.415,14.667,13.400,8.558
4396.429,15.012,13.418,8.267
4397.440,13.613,13.479,7.976
4398.454,12.751,13.600,8.558
4399.466,14.205,13.730,8.871
4400.480,16.380,13.776,8.026
4401.493,16.863,13.674,8.474
4402.505,16.025,13.514,9.683
4403.521,15.451,13.541,9.630
4404.534,15.304,13.650,9.630
4405.549,15.433,13.742,9.953
4406.562,15.348,13.868,10.045
4407.579,15.038,14.064,10.133
4408.593,14.887,14.094,10.417
4409.607,15.025,14.128,10.833
4410.624,15.017,14.032,10.687
4411.639,14.582,13.769,10.710
4412.656,13.720,13.465,11.371
4413.671,12.984,13.278,11.626
4414.688,12.784,13.192,10.764
4415.704,12.994,13.089,10.274
4416.723,13.247,13.088,10.765
4417.739,13.534,13.175,10.797
4418.755,14.010,13.266,10.166
4419.774,14.720,13.377,10.239
4420.791,15.611,13.694,10.737
4421.810,15.715,13.942,10.865
4422.827,14.681,14.046,10.492
4423.847,13.736,14.184,10.096
4424.865,13.718,14.367,9.902
4425.883,14.629,14.367,10.019
4426.903,15.493,14.143,10.512
4427.922,14.680,14.244,10.559
4428.943,12.867,14.327,10.049
4429.962,12.232,14.182,9.600
4430.983,12.929,13.934,9.422
4432.002,14.700,13.846,9.830
4433.022,15.552,13.950,9.864
4434.044,15.080,14.013,9.431
4435.064,14.323,14.205,8.981
4436.087,13.966,14.482,8.215
4437.108,14.008,14.656,8.432
4438.131,14.171,14.580,9.320
4439.152,14.198,14.304,9.907
4440.173,14.092,13.971,10.260
4441.197,13.711,13.471,10.108
4442.219,12.747,12.863,9.112
4443.243,11.470,12.303,8.217
4444.265,11.005,11.997,8.261
4445.290,11.471,12.204,9.124
4446.312,12.779,12.709,9.935
4447.335,13.923,13.434,10.124
4448.361,14.624,13.946,9.423
4449.384,14.881,14.099,8.380
4450.411,14.601,14.106,8.298
4451.434,13.726,13.897,9.094
4452.461,12.256,13.851,9.577
4453.485,10.928,13.891,9.100
4454.510,10.887,13.927,8.315
4455.537,12.147,13.853,8.069
4456.562,13.763,13.658,8.021
4457.589,14.053,13.710,7.884
4458.615,13.218,14.170,8.192
4459.643,12.882,14.368,8.445
4460.669,13.360,14.420,8.204
4461.695,14.607,14.584,8.015
4462.724,15.478,14.759,8.164
4463.750,15.458,14.719,8.179
4464.780,14.549,14.543,8.498
4465.807,13.473,14.310,8.603
4466.837,13.013,14.069,8.499
4467.864,13.168,13.854,8.616
4468.892,13.703,13.728,8.801
4469.923,14.018,13.757,8.597
4470.951,14.084,13.631,7.807
4471.982,13.922,13.612,7.770
4473.011,13.644,13.656,8.225
4474.042,13.304,13.719,8.545
4475.072,13.528,13.862,9.131
4476.101,14.522,13.936,8.949
4477.133,15.100,13.987,9.138
4478.163,14.677,13.842,9.446
4479.196,13.252,13.601,9.445
4480.227,11.927,13.556,8.946
4481.259,12.018,13.854,8.023
4482.291,13.526,14.148,7.433
4483.321,15.672,14.486,7.696
4484.355,16.283,14.754,8.202
4485.387,15.231,14.847,8.543
4486.421,12.969,14.722,9.206
4487.454,12.550,14.409,9.611
4488.488,14.399,14.005,9.019
4489.521,15.268,13.517,8.407
4490.554,13.852,13.022,8.401
4491.589,12.310,12.685,8.678
4492.623,11.810,12.578,8.962
4493.658,12.351,12.648,9.113
4494.692,13.314,12.871,9.173
4495.729,13.876,13.218,9.275
4496.763,14.022,13.720,9.371
4497.800,13.714,14.059,9.431
4498.834,13.230,14.167,9.811
4499.870,13.628,14.229,9.708
4500.907,14.931,13.982,9.070
4501.942,15.269,13.757,8.659
4502.980,13.967,13.887,8.867
4504.017,13.151,13.925,9.453
4505.055,13.645,13.721,9.739
4506.091,13.981,13.652,9.287
4507.128,12.881,13.595,9.378
4508.167,12.432,13.270,9.597
4509.205,12.756,13.048,9.089
4510.245,12.360,12.871,8.991
4511.282,11.771,12.698,9.354
4512.322,12.186,12.754,9.132
4513.360,13.258,13.077,8.860
4514.398,13.002,13.294,8.962
4515.439,11.708,13.298,8.806
4516.479,12.499,13.126,8.614
4517.520,13.491,12.841,8.687
4518.559,11.597,12.469,8.766
4519.601,10.779,12.019,8.684
4520.641,10.663,11.712,8.829
4521.681,10.119,11.327,9.003
4522.724,10.900,11.128,9.475
4523.764,12.199,11.244,9.502
4524.807,11.837,11.363,8.942
4525.848,10.516,11.275,8.689
4526.892,10.288,11.298,8.702
4527.933,11.044,11.249,8.852
4528.975,11.819,11.111,8.875
4530.019,12.187,11.002,8.988
4531.061,10.625,11.037,9.551
4532.106,9.835,11.261,9.783
4533.149,11.683,11.647,9.836
4534.194,13.341,12.306,9.265
4535.237,13.445,12.764,9.046
4536.280,13.174,13.070,9.683
4537.327,13.271,13.747,9.974
4538.370,14.576,14.273,9.621
4539.417,17.132,14.778,9.458
4540.461,17.195,15.044,9.520
4541.508,15.467,15.087,9.323
4542.553,14.719,14.956,9.557
4543.598,14.735,14.596,10.104
4544.646,13.738,14.071,10.368
4545.691,13.495,13.599,10.236
4546.739,13.981,13.108,10.310
4547.785,11.913,12.727,10.168
4548.834,11.798,12.674,9.907
4549.880,12.480,13.031,9.215
4550.927,12.975,13.592,8.677
4551.977,14.577,13.987,8.893
4553.024,15.145,14.171,9.275
4554.074,13.639,14.224,9.608
4555.122,13.904,14.216,9.588
4556.172,14.652,14.184,8.990
4557.220,13.986,14.151,8.418
4558.269,15.786,13.966,8.736
4559.319,12.557,13.418,9.559
4560.368,12.681,12.852,9.456
4561.420,12.466,13.057,8.617
4562.469,11.145,14.601,8.453
4563.521,14.956,16.583,8.656
4564.571,16.455,17.023,8.872
4565.621,14.229,15.360,8.610
4566.674,10.932,13.503,8.066
4567.725,11.474,12.843,7.996
4568.778,13.832,13.023,8.600
4569.829,13.195,13.454,9.167
4570.883,14.179,13.779,9.253
4571.934,12.719,13.995,8.797
4572.989,15.395,14.050,8.474
4574.041,14.619,13.938,8.409
4575.093,14.013,13.714,8.570
4576.148,13.042,13.378,8.960
4577.201,11.373,13.419,8.842
4578.256,12.680,13.672,8.514
4579.309,12.718,13.996,8.797
4580.365,13.252,14.313,8.996
4581.419,14.425,14.523,8.804
4582.473,15.069,14.555,8.904
4583.530,14.116,14.607,8.963
4584.584,13.815,14.802,9.117
4585.641,14.735,14.986,8.923
4586.696,14.485,15.152,8.506
4587.754,16.841,15.415,8.475
4588.809,15.600,15.473,8.764
4589.865,15.496,15.507,9.249
4590.923,17.167,15.387,8.886
4591.979,17.047,15.171,8.088
4593.039,14.805,14.950,7.890
4594.095,15.494,14.743,8.458
4595.154,17.115,14.630,8.868
4596.211,14.027,14.641,8.454
4597.269,14.464,14.618,8.360
4598.329,14.430,14.390,8.517
4599.387,14.166,14.063,8.292
4600.447,15.462,13.977,8.152
