Wavelength,Flux,BestFit,SkyFlux
3894.934,22.390,22.149,4.749
3895.830,17.463,24.557,5.225
3896.726,28.691,22.807,5.359
3897.625,27.560,22.806,5.555
3898.521,18.499,23.086,5.605
3899.421,22.857,21.948,5.466
3900.318,27.556,23.618,5.440
3901.217,23.234,23.667,5.468
3902.115,26.205,23.678,5.372
3903.012,24.045,22.602,5.212
3903.912,28.652,21.825,5.581
3904.810,20.964,22.489,6.993
3905.711,19.977,22.992,8.711
3906.609,18.924,23.345,9.907
3907.510,19.775,23.514,10.326
3908.409,23.154,23.025,10.434
3909.308,23.188,22.745,10.648
3910.210,19.889,22.440,10.795
3911.109,22.728,20.809,10.399
3912.011,30.208,21.879,9.372
3912.911,28.165,23.012,9.013
3913.813,28.742,24.747,9.324
3914.714,32.333,25.620,8.854
3915.614,25.958,25.048,7.726
3916.517,30.346,25.378,6.919
3917.418,33.396,25.577,6.951
3918.322,24.096,24.427,7.326
3919.223,25.309,25.148,7.312
3920.127,25.265,24.731,6.798
3921.029,23.243,22.732,6.230
3921.931,26.090,25.207,5.894
3922.835,22.515,26.614,5.575
3923.737,28.059,27.901,5.085
3924.642,34.846,26.700,4.711
3925.545,42.506,26.878,4.834
3926.450,52.080,30.705,5.389
3927.354,59.494,33.116,5.796
3928.257,67.506,33.689,5.552
3929.163,73.709,33.650,4.679
3930.067,68.884,34.987,4.246
3930.973,67.511,34.680,4.409
3931.877,59.111,31.639,4.813
3932.784,46.738,30.095,4.812
3933.689,34.624,27.749,4.415
3934.594,27.543,25.026,4.003
3935.501,22.496,23.562,3.873
3936.406,19.705,22.454,4.159
3937.314,23.751,21.266,4.512
3938.220,16.558,21.738,4.795
3939.128,23.806,22.456,5.252
3940.034,21.010,21.785,6.048
3940.941,17.154,21.240,7.106
3941.849,17.988,22.532,8.076
3942.756,22.868,23.930,8.410
3943.665,24.321,22.396,8.109
3944.573,22.598,24.469,7.598
3945.482,23.247,24.982,7.272
3946.390,19.907,23.621,7.230
3947.298,20.883,23.413,7.415
3948.208,20.271,24.052,7.573
3949.116,18.541,21.742,7.477
3950.027,16.490,21.796,7.117
3950.936,15.283,21.330,6.607
3951.847,20.196,20.641,6.188
3952.756,21.944,20.915,6.043
3953.665,18.269,22.375,6.098
3954.577,23.267,23.750,6.104
3955.487,19.169,23.521,5.862
3956.399,25.223,24.265,5.510
3957.309,28.152,24.158,5.393
3958.221,23.249,23.742,5.614
3959.132,25.880,25.432,5.947
3960.045,24.038,28.866,6.129
3960.956,23.293,27.193,5.930
3961.867,23.307,26.561,5.434
3962.781,18.791,25.495,4.920
3963.692,21.182,24.563,4.742
3964.606,22.678,24.630,4.883
3965.519,22.441,23.762,4.961
3966.433,20.637,22.454,4.831
3967.345,19.634,23.814,4.403
3968.258,18.736,24.539,3.759
3969.173,17.735,24.120,3.242
3970.086,20.171,24.265,3.141
3971.002,21.584,25.085,3.495
3971.915,19.402,24.144,4.120
3972.831,25.136,24.763,4.717
3973.745,22.704,24.864,5.062
3974.659,24.914,23.494,5.375
3975.576,23.074,22.089,5.817
3976.490,23.972,22.484,6.175
3977.407,26.925,23.701,6.281
3978.323,25.291,25.043,6.171
3979.240,22.660,24.106,6.064
3980.155,22.144,23.478,6.175
3981.071,22.778,24.315,6.364
3981.989,28.767,23.257,6.244
3982.905,28.147,24.165,5.911
3983.823,23.760,24.797,5.836
3984.740,28.610,25.648,6.056
3985.659,29.322,26.407,6.177
3986.576,27.879,26.116,6.084
3987.493,28.084,25.479,5.993
3988.412,26.535,27.771,6.243
3989.330,24.965,26.251,6.811
3990.250,27.282,26.068,7.113
3991.168,26.094,26.992,6.737
3992.088,23.874,26.361,6.251
3993.006,28.955,25.115,6.097
3993.925,23.529,23.164,6.152
3994.846,21.784,22.119,6.117
3995.765,24.871,23.600,6.035
3996.686,25.461,24.516,6.141
3997.606,22.991,23.150,6.403
3998.528,21.984,22.881,6.598
3999.448,22.934,23.519,6.733
4000.367,22.504,23.270,6.739
4001.290,19.804,22.566,6.863
4002.210,18.494,21.874,6.960
4003.133,22.981,21.644,6.809
4004.054,19.528,22.157,6.715
4004.978,20.080,21.771,6.808
4005.899,21.603,21.152,6.976
4006.821,22.194,20.120,7.240
4007.745,25.026,21.728,7.654
4008.667,24.980,24.902,8.223
4009.591,26.430,23.486,8.750
4010.513,24.874,24.356,9.145
4011.438,26.616,24.291,9.205
4012.361,26.227,24.150,9.167
4013.284,26.279,24.246,8.928
4014.209,24.171,23.783,8.490
4015.133,26.059,23.175,7.879
4016.059,27.217,25.520,7.477
4016.983,22.069,23.845,7.426
4017.909,24.119,24.031,7.587
4018.833,30.698,26.489,7.907
4019.758,24.700,27.045,8.548
4020.685,23.518,24.671,9.140
4021.610,21.543,24.463,8.988
4022.537,20.713,25.129,8.025
4023.462,21.677,24.926,7.511
4024.390,23.025,23.916,7.838
4025.316,23.081,23.067,8.375
4026.242,20.994,23.514,8.384
4027.170,20.063,26.427,7.986
4028.097,23.070,25.736,7.601
4029.026,17.500,24.688,7.621
4029.953,22.078,24.680,7.998
4030.882,20.655,24.277,7.786
4031.809,21.104,22.913,7.020
4032.739,21.542,23.374,6.552
4033.667,19.033,24.312,6.718
4034.595,18.073,24.815,7.019
4035.525,18.586,24.585,7.064
4036.453,17.125,23.579,6.907
4037.384,20.605,22.193,7.039
4038.313,19.319,21.870,7.954
4039.244,15.323,22.366,8.313
4040.174,16.893,23.105,7.935
4041.103,18.541,23.018,7.835
4042.035,15.834,23.061,8.642
4042.965,15.650,25.090,10.011
4043.897,16.039,23.522,10.696
4044.827,15.393,21.817,10.576
4045.760,17.911,21.544,12.286
4046.691,15.856,22.327,18.115
4047.622,18.320,23.128,22.246
4048.555,17.208,23.377,20.285
4049.486,16.847,23.925,14.665
4050.420,18.750,24.772,10.898
4051.352,21.475,25.366,9.393
4052.286,21.772,25.126,8.695
4053.219,19.205,24.804,8.118
4054.151,19.230,25.790,7.933
4055.086,23.899,25.693,8.219
4056.019,24.807,27.147,8.500
4056.954,25.220,27.002,7.795
4057.887,20.665,25.464,6.983
4058.823,22.965,25.361,7.118
4059.757,23.497,27.313,7.979
4060.691,22.013,26.909,8.407
4061.627,25.348,26.350,8.150
4062.561,25.890,26.582,8.098
4063.498,22.963,25.859,8.767
4064.433,26.297,24.714,9.808
4065.370,28.823,26.508,10.501
4066.305,27.480,26.495,10.956
4067.241,19.379,24.614,10.710
4068.179,23.934,25.670,9.965
4069.115,22.160,27.377,9.538
4070.053,23.103,27.015,9.544
4070.989,25.064,27.765,9.544
4071.928,24.530,29.844,9.251
4072.865,26.702,28.668,8.755
4073.802,31.949,27.739,8.432
4074.741,32.972,29.105,8.465
4075.679,37.798,31.414,8.874
4076.618,38.442,32.295,9.508
4077.556,38.160,32.424,10.348
4078.497,35.737,33.236,10.958
4079.435,30.956,31.305,11.131
4080.373,32.716,29.254,10.934
4081.314,34.295,29.723,10.484
4082.253,28.202,29.520,9.828
4083.194,23.422,27.862,9.237
4084.134,25.384,27.026,8.851
4085.076,23.608,25.837,8.255
4086.015,27.572,25.096,8.356
4086.955,24.838,26.271,9.757
4087.898,22.511,27.993,9.999
4088.838,18.396,25.915,8.718
4089.781,22.426,24.412,7.512
4090.722,25.455,24.187,7.238
4091.665,23.003,25.828,7.503
4092.606,22.080,27.076,7.722
4093.548,22.720,24.025,8.000
4094.492,22.559,24.114,7.719
4095.434,24.750,24.969,7.076
4096.378,27.342,25.030,6.849
4097.321,21.280,25.362,7.132
4098.266,23.636,25.544,7.576
4099.208,25.610,23.704,7.771
4100.151,23.500,25.619,7.330
4101.097,23.636,25.874,6.438
4102.040,27.732,25.311,6.020
4102.986,29.297,25.988,6.551
4103.930,25.763,26.919,7.128
4104.876,23.216,25.595,6.692
4105.821,28.362,26.534,6.035
4106.768,31.923,25.451,6.167
4107.712,24.593,26.047,6.644
4108.657,25.211,26.935,7.094
4109.604,26.930,26.728,7.069
4110.550,28.655,28.118,6.560
4111.498,27.249,26.304,6.225
4112.444,24.651,26.479,6.711
4113.392,28.515,27.561,7.500
4114.338,25.629,26.956,7.483
4115.285,24.698,25.494,6.853
4116.234,22.820,26.607,6.996
4117.181,24.413,26.742,7.426
4118.130,22.964,25.563,7.168
4119.078,25.176,25.271,6.440
4120.027,25.834,26.226,5.997
4120.975,27.310,27.184,6.260
4121.923,29.371,26.917,6.855
4122.874,26.347,25.756,7.291
4123.822,26.086,26.993,7.486
4124.773,28.816,27.704,7.525
4125.722,27.357,27.114,7.754
4126.673,26.484,27.383,8.035
4127.623,29.251,29.366,8.397
4128.572,29.008,27.526,8.843
4129.524,25.551,28.146,8.911
4130.475,25.322,28.219,8.449
4131.427,27.119,28.070,7.959
4132.377,26.411,27.920,7.797
4133.330,25.065,25.397,7.738
4134.281,24.191,27.087,7.474
4135.232,23.788,28.070,7.638
4136.186,24.239,27.593,8.054
4137.137,23.085,26.550,8.245
4138.091,24.185,26.344,8.293
4139.043,21.631,27.279,8.064
4139.998,24.771,25.208,7.706
4140.950,24.235,26.644,7.746
4141.903,19.575,26.687,8.013
4142.858,18.830,24.589,7.636
4143.811,12.549,23.329,6.928
4144.767,17.686,23.654,6.994
4145.720,15.565,22.770,7.367
4146.676,14.279,22.822,7.760
4147.630,10.400,22.982,7.658
4148.584,12.167,22.800,7.325
4149.541,12.979,23.072,6.986
4150.495,13.061,24.206,6.702
4151.453,17.514,23.630,6.407
4152.407,20.034,24.579,6.441
4153.365,17.302,25.339,6.984
4154.320,21.130,25.939,7.845
4155.276,20.063,26.809,8.369
4156.234,20.662,26.685,8.629
4157.190,21.169,26.498,9.112
4158.149,21.297,27.792,9.096
4159.105,23.925,27.713,8.424
4160.065,25.070,27.730,8.090
4161.022,25.004,28.427,8.444
4161.979,24.640,26.624,8.878
4162.939,23.265,26.873,8.989
4163.896,23.573,27.888,9.273
4164.856,27.254,27.696,9.885
4165.815,27.975,27.708,10.312
4166.775,29.206,28.747,10.717
4167.734,25.994,28.741,10.547
4168.693,28.292,28.880,10.126
4169.654,28.730,28.716,10.099
4170.613,27.499,28.794,10.212
4171.575,27.421,28.484,10.076
4172.535,29.318,27.832,9.689
4173.497,29.388,28.437,9.270
4174.457,24.849,29.087,8.892
4175.417,25.131,28.642,8.539
4176.380,27.145,28.689,8.287
4177.341,24.801,28.128,8.208
4178.304,24.246,26.512,8.317
4179.265,24.108,26.225,8.639
4180.229,23.796,25.684,8.524
4181.191,23.401,24.852,7.946
4182.155,21.706,26.530,7.596
4183.117,19.914,28.129,7.701
4184.080,19.918,26.836,7.743
4185.044,19.078,25.101,7.754
4186.007,16.586,25.137,7.723
4186.972,17.452,24.237,7.379
4187.936,20.227,23.803,6.750
4188.901,18.091,24.628,6.583
4189.865,18.735,25.516,6.909
4190.829,21.377,25.099,7.256
4191.795,22.665,25.623,7.512
4192.759,23.837,25.024,7.601
4193.726,25.063,25.988,7.494
4194.691,26.571,28.452,7.392
4195.658,29.828,29.696,7.655
4196.624,27.955,27.977,7.721
4197.589,25.294,26.208,7.201
4198.557,28.237,27.965,6.827
4199.523,28.719,28.711,6.526
4200.491,29.327,28.954,6.479
4201.458,27.616,29.692,6.616
4202.426,28.166,28.295,6.554
4203.393,30.613,28.551,6.234
4204.360,33.375,28.239,5.970
4205.330,34.432,29.687,6.076
4206.297,30.615,30.193,6.510
4207.267,30.152,28.794,7.269
4208.235,25.159,29.950,7.908
4209.205,32.192,28.880,7.802
4210.174,34.631,29.082,7.494
4211.142,31.785,29.079,7.295
4212.113,28.344,29.453,7.046
4213.082,29.436,30.000,6.974
4214.054,31.725,28.227,6.895
4215.023,31.149,28.396,6.688
4215.995,30.945,28.348,6.661
4216.965,32.384,29.088,6.748
4217.935,30.524,29.876,6.500
4218.908,32.451,30.433,6.204
4219.878,31.389,31.822,6.239
4220.852,31.773,29.820,6.166
4221.822,31.072,28.960,6.209
4222.796,29.913,29.239,6.523
4223.768,29.562,29.093,6.634
4224.739,29.240,27.985,6.376
4225.713,29.719,27.369,6.112
4226.686,33.006,29.182,6.062
4227.660,34.073,29.177,5.829
4228.633,27.066,29.673,5.646
4229.608,29.108,29.312,6.531
4230.581,32.281,27.480,7.432
4231.554,28.511,28.059,7.346
4232.530,28.425,28.998,6.937
4233.503,31.310,29.071,6.819
4234.480,31.052,28.939,6.814
4235.454,32.301,29.292,6.776
4236.431,33.781,29.993,6.751
4237.405,33.222,30.176,6.717
4238.380,33.987,29.465,6.589
4239.357,33.611,28.004,6.420
4240.333,34.444,28.984,6.348
4241.311,32.653,30.034,6.230
4242.286,38.373,29.357,5.920
4243.264,31.145,29.940,6.145
4244.241,30.923,29.192,6.805
4245.217,32.738,30.322,7.214
4246.196,33.040,31.035,7.934
4247.173,31.806,30.195,8.930
4248.152,30.805,28.653,9.147
4249.129,30.520,27.867,8.535
4250.109,27.742,29.090,8.249
4251.087,27.187,29.437,8.010
4252.065,24.941,27.834,7.622
4253.045,28.455,27.611,7.922
4254.024,29.182,29.925,7.934
4255.005,29.933,30.353,7.540
4255.983,31.730,28.967,7.188
4256.965,32.731,29.830,7.223
4257.944,32.658,31.233,7.678
4258.926,32.523,31.601,8.054
4259.906,31.195,30.660,7.993
4260.886,29.810,29.486,7.639
4261.869,31.063,31.429,7.386
4262.849,25.411,31.614,7.267
4263.832,28.701,29.263,7.216
4264.813,26.863,27.724,7.171
4265.796,26.714,28.519,7.585
4266.778,28.073,28.607,7.854
4267.759,30.119,27.854,7.557
4268.743,33.642,29.397,7.208
4269.726,33.435,29.780,7.157
4270.710,31.738,29.686,7.152
4271.692,33.480,30.216,6.903
4272.677,31.506,29.135,6.664
4273.661,31.479,28.938,6.790
4274.644,32.198,28.760,7.130
4275.629,30.117,27.159,7.041
4276.613,30.969,28.283,6.822
4277.599,32.787,31.438,7.147
4278.583,29.663,28.640,7.363
4279.570,29.259,28.880,7.276
4280.554,32.316,29.606,7.239
4281.539,33.909,29.571,7.232
4282.526,31.361,30.004,7.031
4283.512,28.474,30.583,6.928
4284.499,31.803,29.261,7.300
4285.485,33.279,30.638,7.409
4286.473,31.787,30.711,7.317
4287.459,32.285,31.412,7.544
4288.445,31.996,32.059,7.394
4289.435,34.832,31.289,6.817
4290.421,35.183,30.719,6.472
4291.411,35.820,31.383,6.653
4292.398,34.320,31.547,7.065
4293.388,31.742,31.303,7.539
4294.375,31.274,31.422,7.814
4295.363,30.624,31.789,7.712
4296.354,34.133,31.232,7.425
4297.342,37.146,30.211,7.615
4298.333,28.161,31.057,7.868
4299.322,32.935,31.141,6.903
4300.313,30.203,30.928,6.856
4301.303,32.704,31.029,7.058
4302.292,32.279,29.826,6.874
4303.284,33.337,30.689,6.401
4304.274,35.370,31.946,6.129
4305.267,33.736,31.456,6.410
4306.257,32.039,31.370,6.817
4307.250,32.864,32.591,6.869
4308.241,32.857,32.309,7.118
4309.232,34.684,33.843,7.921
4310.226,34.863,31.950,7.850
4311.217,32.500,32.061,7.479
4312.211,34.828,33.035,7.533
4313.204,36.471,32.070,8.014
4314.198,35.010,31.894,8.975
4315.190,35.774,32.299,9.798
4316.184,33.306,31.275,9.775
4317.179,29.812,31.537,9.280
4318.172,31.196,32.826,9.237
4319.167,31.730,32.816,8.861
4320.161,34.140,31.177,8.511
4321.157,32.609,31.301,8.881
4322.151,32.565,32.392,8.667
4323.146,33.575,31.547,7.818
4324.143,29.539,30.386,7.048
4325.138,31.053,30.928,7.089
4326.135,30.996,31.342,7.808
4327.130,29.562,30.372,8.078
4328.128,31.299,29.151,7.684
4329.124,32.642,30.700,7.178
4330.120,31.957,32.737,6.881
4331.118,33.583,32.604,6.982
4332.114,32.631,31.992,7.755
4333.113,31.166,31.536,8.205
4334.110,32.566,32.120,7.908
4335.110,34.204,31.480,7.828
4336.107,32.330,31.059,7.903
4337.107,32.309,32.431,7.822
4338.104,33.729,33.392,7.644
4339.103,37.291,32.895,7.346
4340.103,37.282,33.350,6.785
4341.102,33.712,32.977,6.521
4342.103,34.071,33.091,6.999
4343.102,37.077,34.424,7.450
4344.103,35.313,33.903,7.444
4345.103,32.502,32.440,7.597
4346.102,33.986,32.924,7.857
4347.104,33.864,33.863,8.214
4348.104,35.303,34.117,8.777
4349.107,35.519,33.685,9.199
4350.107,34.175,32.980,8.764
4351.110,33.366,32.689,7.840
4352.111,31.888,32.076,7.315
4353.113,31.029,32.038,7.298
4354.117,32.926,31.843,7.505
4355.118,31.972,31.538,7.695
4356.123,27.409,32.496,8.258
4357.125,32.799,30.914,11.369
4358.129,29.992,31.897,21.824
4359.132,29.897,33.135,33.678
4360.135,32.524,33.072,33.332
4361.140,32.420,32.674,23.693
4362.144,34.861,33.173,14.823
4363.149,35.325,33.036,11.091
4364.153,34.737,31.689,9.645
4365.159,34.076,31.387,8.462
4366.164,32.376,32.525,8.053
4367.168,32.014,32.713,8.236
4368.175,31.870,30.504,8.222
4369.180,28.337,32.486,8.183
4370.188,32.145,30.360,8.159
4371.193,30.167,29.789,8.297
4372.201,30.947,30.610,7.934
4373.207,32.340,30.815,7.830
4374.213,30.361,32.435,8.088
4375.221,31.310,30.793,8.535
4376.228,29.283,31.444,8.946
4377.237,29.091,31.400,8.841
4378.244,31.575,31.104,8.516
4379.253,32.249,31.431,8.528
4380.261,32.843,30.394,8.458
4381.269,32.039,31.984,8.263
4382.279,28.809,31.529,8.609
4383.287,29.725,31.153,8.000
4384.298,30.093,31.011,6.679
4385.307,30.329,30.997,6.681
4386.318,31.437,32.725,7.342
4387.327,33.115,32.741,7.691
4388.336,34.156,32.527,7.579
4389.348,36.818,32.032,7.499
4390.358,33.844,31.266,7.633
4391.370,30.775,31.167,7.689
4392.380,33.702,32.138,7.603
4393.394,33.475,30.816,7.635
4394.404,31.814,32.071,7.683
4395.415,30.248,32.372,7.748
4396.429,27.824,31.652,8.309
4397.440,26.578,31.735,8.383
4398.454,30.282,31.862,7.532
4399.466,29.409,31.614,7.322
4400.480,27.556,31.829,7.929
4401.493,27.925,30.714,8.469
4402.505,29.329,30.504,8.715
4403.521,31.012,32.001,8.916
4404.534,30.875,31.127,9.008
4405.549,29.273,30.102,9.018
4406.562,29.689,31.458,9.138
4407.579,30.232,31.033,9.542
4408.593,29.483,31.376,10.121
4409.607,31.273,33.905,10.159
4410.624,32.059,32.928,9.911
4411.639,30.430,31.604,10.232
4412.656,29.632,32.339,10.329
4413.671,30.663,32.258,10.224
4414.688,30.252,31.641,9.959
4415.704,30.037,31.604,9.611
4416.723,31.242,31.503,9.967
4417.739,31.770,33.723,10.173
4418.755,31.517,32.734,9.370
4419.774,32.399,32.161,9.286
4420.791,33.685,32.579,9.992
4421.810,33.561,32.129,10.440
4422.827,29.445,31.144,10.528
4423.847,34.728,31.638,9.264
4424.865,27.042,31.503,8.981
4425.883,27.947,31.522,9.512
4426.903,27.009,31.360,9.297
4427.922,28.353,30.668,9.127
4428.943,31.851,30.731,9.287
4429.962,31.446,31.736,8.948
4430.983,29.490,31.536,8.316
4432.002,29.626,31.495,8.431
4433.022,29.683,31.887,9.278
4434.044,29.396,32.232,9.379
4435.064,29.781,32.585,8.045
4436.087,34.342,32.322,6.805
4437.108,33.803,32.329,6.933
4438.131,32.884,32.718,8.442
4439.152,33.457,32.208,9.927
4440.173,32.076,31.336,9.616
4441.197,32.602,32.616,8.855
4442.219,30.861,32.441,8.797
4443.243,30.899,31.418,8.590
4444.265,30.699,31.231,8.427
4445.290,29.334,32.018,8.789
4446.312,32.534,32.708,8.864
4447.335,36.624,32.497,8.558
4448.361,34.216,32.370,8.685
4449.384,32.059,31.788,7.970
4450.411,35.024,32.549,7.736
4451.434,31.349,33.616,8.532
4452.461,32.841,33.434,8.164
4453.485,32.653,32.649,7.636
4454.510,28.531,31.083,7.276
4455.537,26.610,29.908,6.975
4456.562,27.855,30.829,7.154
4457.589,25.462,31.910,7.479
4458.615,25.709,31.670,7.345
4459.643,29.678,32.180,7.120
4460.669,30.960,33.252,7.427
4461.695,34.943,33.915,7.794
4462.724,34.356,34.368,7.432
4463.750,33.896,33.595,7.250
4464.780,33.395,32.087,7.988
4465.807,33.142,32.337,7.800
4466.837,33.877,31.337,7.578
4467.864,31.410,32.286,7.993
4468.892,31.740,33.423,8.039
4469.923,34.454,34.106,7.597
4470.951,31.533,34.625,7.350
4471.982,31.070,34.495,7.352
4473.011,35.650,34.195,7.408
4474.042,37.783,34.235,7.675
4475.072,36.035,33.993,8.141
4476.101,34.060,33.424,8.504
4477.133,35.478,33.381,8.220
4478.163,35.327,34.245,7.549
4479.196,32.127,33.418,7.586
4480.227,28.965,33.640,7.935
4481.259,30.364,33.323,7.829
4482.291,30.175,33.112,7.213
4483.321,32.365,33.643,7.134
4484.355,31.199,32.905,7.705
4485.387,29.535,31.734,8.212
4486.421,28.260,33.179,8.358
4487.454,30.749,34.304,8.141
4488.488,33.893,33.464,7.771
4489.521,32.478,32.424,7.571
4490.554,33.136,33.728,7.618
4491.589,27.586,34.073,7.712
4492.623,30.140,33.025,7.959
4493.658,33.208,33.604,8.259
4494.692,34.694,33.956,8.110
4495.729,31.302,33.094,7.616
4496.763,33.938,34.136,7.774
4497.800,35.790,32.281,8.349
4498.834,33.734,32.031,8.511
4499.870,34.362,32.567,8.486
4500.907,32.499,32.257,8.414
4501.942,29.842,31.700,8.141
4502.980,29.052,32.683,7.838
4504.017,25.962,32.380,7.864
4505.055,26.274,31.195,8.235
4506.091,29.177,31.360,8.665
4507.128,29.758,32.181,8.648
4508.167,30.853,32.496,7.936
4509.205,33.537,33.212,7.996
4510.245,32.832,33.986,8.181
4511.282,33.444,32.991,8.122
4512.322,32.733,33.069,8.214
4513.360,34.090,33.438,8.335
4514.398,33.324,33.079,8.210
4515.439,33.395,33.974,8.023
4516.479,33.094,34.018,8.016
4517.520,32.717,33.644,7.864
4518.559,33.919,32.682,7.490
4519.601,32.138,32.128,7.657
4520.641,29.622,32.850,8.316
4521.681,27.081,33.401,8.777
4522.724,31.614,30.763,8.189
4523.764,29.774,31.370,8.152
4524.807,31.044,33.459,8.901
4525.848,31.985,34.169,7.976
4526.892,30.822,33.425,8.008
4527.933,29.237,33.437,8.672
4528.975,28.692,33.901,8.580
4530.019,30.420,33.800,8.374
4531.061,31.087,31.812,8.472
4532.106,30.039,31.090,8.616
4533.149,26.458,32.516,8.810
4534.194,24.273,31.459,9.111
4535.237,27.079,31.098,9.166
4536.280,23.962,31.382,8.758
4537.327,27.961,31.834,9.094
4538.370,27.813,32.218,9.553
4539.417,25.952,32.210,9.704
4540.461,25.060,31.721,9.734
4541.508,24.444,32.304,8.780
4542.553,25.608,31.781,8.632
4543.598,25.380,31.791,9.452
4544.646,26.411,33.185,10.064
4545.691,27.409,34.063,9.733
4546.739,31.208,32.587,9.295
4547.785,33.266,34.611,9.325
4548.834,33.218,36.353,9.227
4549.880,35.235,35.534,8.899
4550.927,36.957,35.797,8.688
4551.977,41.650,37.534,8.631
4553.024,41.432,35.394,8.362
4554.074,40.816,37.152,8.404
4555.122,40.640,37.450,8.577
4556.172,35.198,36.171,8.757
4557.220,36.749,35.944,8.205
4558.269,35.223,36.308,8.004
4559.319,35.995,33.877,8.496
4560.368,34.397,34.056,8.603
4561.420,32.102,35.541,8.565
4562.469,34.042,34.909,8.655
4563.521,34.938,34.718,8.697
4564.571,36.934,37.249,8.501
4565.621,40.292,39.219,8.088
4566.674,40.393,40.393,7.760
4567.725,42.696,40.330,7.706
4568.778,38.853,39.956,8.078
4569.829,43.177,40.450,8.363
4570.883,40.874,40.977,8.627
4571.934,40.716,39.641,8.497
4572.989,39.556,40.525,8.217
4574.041,39.145,40.180,8.349
4575.093,37.861,40.788,8.613
4576.148,38.212,40.672,8.422
4577.201,38.595,38.774,8.296
4578.256,35.169,39.074,8.432
4579.309,35.517,40.523,8.566
4580.365,39.657,38.276,8.649
4581.419,40.208,36.686,8.805
4582.473,39.813,37.801,8.827
4583.530,40.861,39.340,8.798
4584.584,40.166,38.891,9.033
4585.641,41.174,40.122,8.655
4586.696,41.627,39.265,8.265
4587.754,38.559,39.140,8.253
4588.809,41.697,40.055,8.226
